"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
95,0.02437728,0.001871027,0.001633045,0.03558404,0.02703646,0.179049,0.008041445,0.002908377,0.04943744,0.002276284,0.00924469,0.00245101,0.000844298,0.01777032,0.004065262,0.002758344,0.0006466178,0.0341507,0.001675989,0.02873785,8.301101E-05,0.04014078,4.418781E-05,0.01277288,0.07310211,0.003598558,0.003235051,0.0001471061,0.001090211,5.396843E-05,0.001104285,0.0003909521,0.0003223666,0.0271085,0.0002230545,0.001581297,0.00104372,4.173704E-06,3.649204E-05,0.001821523,0.04661959,0.007880632,0.08414931,0.003396277,0.01644518,0.001358934,0.01027645,0.009423216,9.179049,0.0001353041,0.01626881,0.1456459,1.861593,0.1537623,0.0003930272,0.0003169058,0.01684286,0.1902529,0.4277323,0.10048,0.03796706,0.05028184,0.04658557,0.02399655,0.0002413007,1.989415,0.01275455,0.004784276,0.03458598,0.06714729,22.16326,1.734533,9.199065,7.813615,12.7777,2.396783,8.765579,26.38374
96,0.02439201,0.001865449,0.0016331,0.03559654,0.0270548,0.1791252,0.008057579,0.002910108,0.04952709,0.002268994,0.009174137,0.00245298,0.0008448709,0.01787641,0.004011614,0.002762361,0.0006476159,0.03493649,0.001675085,0.02845544,8.164767E-05,0.03972722,4.627021E-05,0.01271583,0.07312577,0.003540356,0.003246593,0.0001453203,0.001098637,5.439722E-05,0.001108105,0.0003976107,0.0003215093,0.02622532,0.0002335158,0.001530459,0.001025922,4.198484E-06,3.638684E-05,0.001814061,0.04611522,0.008957193,0.08448502,0.003393506,0.01643642,0.001357578,0.01038047,0.00936945,9.341333,0.0001362407,0.01626017,0.1459513,1.871359,0.1566066,0.0003921509,0.0003249334,0.01716673,0.1661714,0.4233443,0.1039252,0.03720871,0.04994612,0.05184307,0.02534543,0.0002401501,2.127992,0.01076582,0.00446554,0.04128879,0.06843517,22.6445,1.912701,8.393814,7.283769,10.01251,2.658054,6.45291,21.29177
97,0.02441005,0.001860087,0.001633369,0.03563393,0.02707678,0.1791922,0.008072409,0.002906894,0.04959438,0.002261527,0.009126495,0.002458595,0.0008459152,0.01798666,0.004053974,0.002763585,0.0006486944,0.03479441,0.001678223,0.02730379,8.612227E-05,0.0395062,4.787583E-05,0.01273979,0.07318561,0.003215411,0.003208355,0.0001433706,0.001064163,5.488854E-05,0.001111315,0.0003943599,0.0003204344,0.02428788,0.0002483797,0.001484198,0.0009667719,4.216064E-06,3.619063E-05,0.001803332,0.04613518,0.009756899,0.08478141,0.003390297,0.01634475,0.001357998,0.01052453,0.009367784,9.458962,0.0001368764,0.01627643,0.1458692,1.870668,0.1570452,0.0003910597,0.0003344427,0.01754112,0.1441701,0.399552,0.1013536,0.03505791,0.0487795,0.05304103,0.02579354,0.0002385969,2.263948,0.008367873,0.00357992,0.04136223,0.06906748,22.76071,1.904288,6.898346,6.582891,8.047234,3.373824,5.076654,16.43222
98,0.02442857,0.001854866,0.001633351,0.03569305,0.02709901,0.1791952,0.008085741,0.002901168,0.04964839,0.002254063,0.009086022,0.002465203,0.0008471134,0.01809731,0.004118631,0.002762946,0.000649769,0.03482395,0.001681082,0.02630968,8.887029E-05,0.03941498,4.592637E-05,0.01273959,0.07325331,0.002960559,0.003144321,0.0001427069,0.001025088,5.545412E-05,0.00111357,0.0003877417,0.0003195648,0.02239159,0.0002540186,0.001465055,0.0009291518,4.213408E-06,3.60477E-05,0.001795331,0.0464848,0.01053305,0.08507026,0.003389908,0.01622392,0.001359427,0.01060894,0.009452201,9.603094,0.0001372364,0.01629891,0.1452227,1.857358,0.1567919,0.0003895694,0.0003436489,0.01768634,0.1265879,0.3651259,0.09376643,0.03151136,0.04624597,0.05476947,0.0261795,0.0002389192,2.319184,0.006381511,0.003053884,0.0409414,0.06870003,22.15852,1.845545,5.297327,5.739554,7.168472,4.40073,4.683491,13.20785
99,0.02444465,0.001849667,0.001632591,0.03576205,0.02712095,0.1791079,0.008096963,0.002893635,0.04968975,0.002246623,0.009045805,0.002470293,0.000848216,0.01820701,0.004182983,0.002761086,0.0006507823,0.03614271,0.001682039,0.02641515,9.192774E-05,0.03929675,4.26448E-05,0.01279625,0.07327426,0.003006112,0.003115825,0.0001439977,0.001021218,5.583914E-05,0.001114001,0.0003873168,0.0003187858,0.02217466,0.0002620802,0.001444146,0.000903675,4.184797E-06,3.640405E-05,0.00179554,0.04700606,0.01120212,0.08535233,0.003388571,0.01610148,0.001362602,0.01052906,0.009604151,9.728036,0.000137497,0.01631791,0.1440109,1.832335,0.1565568,0.0003876468,0.0003517962,0.01753263,0.1182709,0.328585,0.08399146,0.02860724,0.04331304,0.05785217,0.02671317,0.0002404224,2.267862,0.005147591,0.002775057,0.0394607,0.06726122,21.10842,1.784297,4.022092,4.944266,7.779094,5.78969,5.713748,11.99343
100,0.02445584,0.001844351,0.001630879,0.03582521,0.02714259,0.1789001,0.00810576,0.00288526,0.04971789,0.002239499,0.00899721,0.002473244,0.0008491513,0.01831637,0.00423751,0.002759041,0.0006516972,0.0378573,0.001681786,0.02704499,9.099523E-05,0.03900356,4.003464E-05,0.01280898,0.0732483,0.003238253,0.003121708,0.0001454764,0.001059441,5.604785E-05,0.001113321,0.00040121,0.000317895,0.02377152,0.0002763107,0.001455413,0.0009136745,4.132669E-06,3.697665E-05,0.00180358,0.04765452,0.01168628,0.08563949,0.003391589,0.01598864,0.001365462,0.01031253,0.009806891,9.814042,0.0001377526,0.01632513,0.142476,1.80323,0.1556401,0.0003853356,0.0003584183,0.01716374,0.1181985,0.2994412,0.07368236,0.02705074,0.04085661,0.06059804,0.02721909,0.0002419017,2.142516,0.005395646,0.002637391,0.03760025,0.06504444,20.02798,1.724053,3.282877,4.391766,9.643679,7.003438,8.197612,13.49464
101,0.02446451,0.001838791,0.001627928,0.03587428,0.02716472,0.1786658,0.008112965,0.002877305,0.04973795,0.002232453,0.008957722,0.002474738,0.0008500518,0.01842644,0.004296206,0.002757808,0.0006524305,0.03838777,0.001681736,0.02779203,8.952402E-05,0.03891151,4.043673E-05,0.01286169,0.07320535,0.003432536,0.003146181,0.0001462057,0.001097678,5.611194E-05,0.00111183,0.0004144986,0.000316762,0.02607578,0.0002931159,0.001543158,0.000967224,4.065852E-06,3.760904E-05,0.001815872,0.04833545,0.01102087,0.08600339,0.003399928,0.01590375,0.001371136,0.01010144,0.009997409,9.746844,0.0001380105,0.01632301,0.1410845,1.781555,0.1543518,0.000382743,0.0003580902,0.01673573,0.1232153,0.292567,0.06572609,0.02712985,0.03966846,0.06001413,0.02702585,0.0002446017,1.991517,0.006476514,0.002748955,0.03559502,0.06275178,19.46456,1.701576,3.130231,4.320473,12.06121,7.069823,11.58613,17.64027
102,0.02447669,0.001833031,0.001624001,0.03590539,0.02719175,0.1785834,0.008120227,0.002871175,0.04976099,0.002225428,0.008974719,0.002475905,0.0008523846,0.01853886,0.004356338,0.002757789,0.0006523109,0.03733455,0.001683642,0.02794946,8.828277E-05,0.039259,4.115277E-05,0.01291704,0.07319038,0.003410979,0.003159306,0.0001477536,0.001119734,5.586078E-05,0.001111196,0.0004110456,0.0003157932,0.02613464,0.0003046835,0.001669905,0.001004297,3.997167E-06,3.769722E-05,0.001826493,0.0489171,0.009724856,0.08676504,0.003411508,0.01587805,0.001377561,0.01030507,0.01012407,9.607527,0.0001381736,0.01633342,0.1404702,1.776047,0.1524895,0.0003798319,0.0003512654,0.01655601,0.1404289,0.3052838,0.06161307,0.02833067,0.03962497,0.05515626,0.02608072,0.0002479907,1.876652,0.00775539,0.002807959,0.03074622,0.06099471,19.1683,1.584807,3.58288,4.839247,14.00099,5.753061,14.01802,23.32032
103,0.0244908,0.001827281,0.001619631,0.03591607,0.0272221,0.1786858,0.008128585,0.00286621,0.04978989,0.002218719,0.009024763,0.002477203,0.0008555743,0.01863986,0.004341219,0.00275509,0.0006489492,0.03581599,0.001686302,0.02723401,8.69873E-05,0.03943688,4.138315E-05,0.0127569,0.07321694,0.003212748,0.003146916,0.0001491,0.001099252,5.57113E-05,0.001112779,0.0004004444,0.0003145307,0.02488748,0.0002948042,0.001728553,0.000999822,3.938049E-06,3.7532E-05,0.001833064,0.04916659,0.008403786,0.08770953,0.003414938,0.01587414,0.001379228,0.01059794,0.01012504,9.45489,0.0001382331,0.016351,0.140534,1.786784,0.1499133,0.0003764677,0.0003426555,0.01661961,0.1661915,0.3221002,0.06252889,0.02982091,0.04011017,0.04945799,0.02492902,0.0002499919,1.806835,0.008567513,0.002684002,0.0256767,0.06014923,19.16128,1.425881,4.58639,5.767416,15.63399,4.499124,15.42358,27.82257
104,0.02450549,0.001821573,0.001615488,0.03591129,0.02725069,0.1789677,0.008139223,0.002861975,0.04982853,0.002212281,0.009100075,0.002478207,0.0008591876,0.01873769,0.00429392,0.002749763,0.0006433271,0.03422065,0.001688921,0.02624725,8.356693E-05,0.039423,4.19544E-05,0.01256089,0.07326995,0.003002473,0.003117417,0.0001503126,0.001068042,5.609526E-05,0.001114756,0.0003877787,0.0003128501,0.02341432,0.0002768102,0.001725442,0.000983501,3.896946E-06,3.728987E-05,0.001829613,0.04886881,0.007232317,0.08873443,0.00340085,0.01586221,0.001371601,0.0105681,0.009995658,9.299475,0.0001382543,0.01637189,0.141099,1.810771,0.1476,0.000373005,0.0003336821,0.01666749,0.1870366,0.3474132,0.06988215,0.03222495,0.04230477,0.04402327,0.02375263,0.000249323,1.790892,0.009241142,0.002575391,0.02123442,0.06043412,19.43891,1.274649,6.097836,6.851345,16.33414,3.656157,14.78544,30.78544
105,0.02452096,0.001815842,0.001612298,0.03589933,0.02727573,0.1792696,0.008150929,0.002857274,0.04987158,0.002205544,0.009166871,0.00247666,0.0008626301,0.018847,0.004340091,0.002746681,0.0006407842,0.03265417,0.001691038,0.02629001,8.57733E-05,0.03995948,4.37657E-05,0.01233896,0.07329334,0.002957853,0.003091151,0.0001524099,0.001055414,5.622091E-05,0.001119354,0.0003753381,0.0003107427,0.02350592,0.0002630082,0.001698441,0.0009750531,3.879462E-06,3.695198E-05,0.001824545,0.04832454,0.006240079,0.08976453,0.00337602,0.0158748,0.001358523,0.01059705,0.009829885,9.123326,0.0001381851,0.01638104,0.1417272,1.839036,0.1481581,0.0003703283,0.0003244767,0.01685388,0.1997547,0.3759373,0.08350667,0.03434526,0.04574246,0.03912803,0.02260727,0.0002491293,1.826207,0.01093235,0.003435186,0.01810351,0.06173643,19.97702,1.219268,7.749388,7.738436,16.41715,3.088017,13.55573,30.83843
106,0.02453218,0.001810254,0.00161064,0.03588097,0.02729507,0.1793853,0.008163659,0.002852057,0.04991726,0.002198788,0.009145777,0.002474735,0.0008646607,0.01896028,0.004389829,0.002745611,0.0006411102,0.03312696,0.001692979,0.02681854,8.49158E-05,0.03942619,4.304016E-05,0.01205404,0.07326026,0.003203517,0.003098049,0.0001537676,0.001090092,5.660325E-05,0.001121509,0.0003785771,0.0003083179,0.02511892,0.0002362373,0.0015821,0.0009273439,3.884979E-06,3.663733E-05,0.001816513,0.04764575,0.006553219,0.09064633,0.003348024,0.01587304,0.001340395,0.0104337,0.00967037,9.118957,0.0001382679,0.01637223,0.142179,1.862864,0.1507426,0.0003689222,0.0003159884,0.01683999,0.19898,0.3989763,0.09801188,0.03558035,0.04949105,0.04140541,0.0233978,0.0002470321,1.888105,0.01287776,0.004470983,0.02548764,0.0634585,21.15084,1.444983,8.933825,8.004283,15.40019,2.654398,11.59196,29.4997
107,0.02454422,0.00180491,0.001610173,0.03587187,0.02731123,0.1794586,0.008177781,0.002847918,0.04997043,0.002192351,0.009094669,0.002475247,0.0008660926,0.01907505,0.00443871,0.002745627,0.0006425203,0.0345968,0.001695836,0.02735524,8.345585E-05,0.03885293,4.481892E-05,0.01190154,0.0732182,0.003395907,0.003127802,0.0001526713,0.001124044,5.67474E-05,0.001124956,0.0003938479,0.0003060876,0.02621465,0.0002270567,0.001515613,0.0008705888,3.909089E-06,3.638513E-05,0.001804192,0.04705851,0.007523128,0.09117194,0.003325152,0.01584876,0.001321575,0.01034689,0.009527802,9.228782,0.0001388601,0.01636452,0.1425104,1.879924,0.1545597,0.0003681715,0.0003185882,0.01687189,0.1865784,0.4065594,0.1084374,0.03570059,0.05212249,0.04677326,0.02520456,0.0002429312,1.991421,0.01288486,0.004917857,0.03484729,0.06511743,22.13167,1.734805,9.224171,7.811775,12.77901,2.399368,8.76351,26.37655
108,0.02455896,0.001799815,0.001610501,0.03588315,0.02732886,0.1795035,0.008192169,0.002844725,0.0500278,0.002186081,0.009036033,0.002478639,0.0008673967,0.01919098,0.004485989,0.002746632,0.0006442864,0.03537144,0.001699707,0.02701217,8.250642E-05,0.03840074,4.703922E-05,0.0118923,0.0732184,0.003322023,0.003140099,0.0001512035,0.001131268,5.709604E-05,0.001129,0.0004006212,0.0003044366,0.02524277,0.0002377352,0.001491662,0.0008336941,3.940785E-06,3.618468E-05,0.001792869,0.04681694,0.008574748,0.09153849,0.003314466,0.01581004,0.001318019,0.01047001,0.009465364,9.38741,0.0001395858,0.01636773,0.1426283,1.888015,0.1574076,0.0003675721,0.000326325,0.01720907,0.1710143,0.3941414,0.1113915,0.03481271,0.051659,0.05204477,0.02656395,0.0002414955,2.130847,0.01089979,0.004598153,0.04158014,0.06647175,22.61046,1.91244,8.415258,7.281188,10.01274,2.659729,6.452173,21.28888
109,0.02457698,0.001794923,0.001611046,0.03591974,0.0273502,0.1796029,0.008207726,0.002848464,0.05011524,0.002179664,0.009013804,0.002487198,0.0008688428,0.01930645,0.004467527,0.002752039,0.0006459567,0.03535987,0.001705541,0.02608258,8.64572E-05,0.03832375,4.842437E-05,0.01199734,0.07330041,0.003082947,0.003109274,0.0001491558,0.001096658,5.744449E-05,0.001132369,0.0003973692,0.0003042711,0.02369051,0.0002522182,0.001469227,0.0007756883,3.966187E-06,3.607847E-05,0.001790143,0.04702792,0.009551726,0.09186088,0.003323377,0.01579605,0.001322994,0.01068484,0.009495135,9.504698,0.0001403649,0.01641303,0.1427345,1.886724,0.1577919,0.0003667551,0.0003355376,0.01758251,0.1503799,0.3740285,0.1074079,0.03316848,0.05002255,0.05323628,0.02702847,0.0002400271,2.267447,0.00849319,0.003625259,0.04167633,0.06718504,22.72318,1.903525,6.913889,6.580197,8.046491,3.376478,5.075961,16.43161
110,0.02459536,0.001790161,0.001611299,0.03597854,0.02737177,0.1796592,0.008222571,0.002853496,0.05020666,0.002173243,0.009001344,0.002497219,0.0008703448,0.01942114,0.004436949,0.002758065,0.0006475627,0.03556206,0.001710539,0.0253719,8.985012E-05,0.03836421,4.628155E-05,0.01207322,0.07340486,0.002887681,0.003061782,0.0001482703,0.001057118,5.791521E-05,0.001134689,0.0003907048,0.0003048202,0.02221346,0.0002573783,0.001468047,0.0007375036,3.972057E-06,3.608371E-05,0.001793318,0.0475396,0.01055612,0.09217437,0.003340809,0.01578099,0.00133091,0.01084739,0.009621415,9.649556,0.0001409832,0.01646876,0.1423984,1.873243,0.157469,0.000365537,0.0003444728,0.0177215,0.1341511,0.343338,0.09857652,0.03097735,0.04650135,0.05495784,0.02743267,0.0002405488,2.322875,0.006492005,0.00303712,0.04126964,0.06690358,22.11804,1.844266,5.306803,5.736822,7.166923,4.404821,4.68248,13.20786
111,0.02461128,0.001785422,0.001610811,0.03604768,0.02739308,0.1796307,0.008235522,0.002857822,0.05029114,0.002166835,0.008988447,0.002505854,0.0008717302,0.01953476,0.004408019,0.002763827,0.0006491045,0.03708513,0.001713647,0.02576438,9.288986E-05,0.03837572,4.329849E-05,0.01216522,0.0734669,0.002989862,0.003041472,0.0001497812,0.001053632,5.840645E-05,0.001135428,0.000390254,0.0003055893,0.02237651,0.000265567,0.001458684,0.0007132955,3.952531E-06,3.660632E-05,0.001805068,0.04820493,0.01145264,0.09247994,0.003358134,0.01576631,0.001340918,0.01083639,0.009815985,9.775479,0.0001415393,0.01652103,0.1415304,1.848268,0.1571583,0.0003638845,0.0003523887,0.01755913,0.1250418,0.3120591,0.08695348,0.02909762,0.04286966,0.05803927,0.02798506,0.0002422619,2.271192,0.005241793,0.002728317,0.03979462,0.06555176,21.06575,1.782672,4.027097,4.941475,7.776985,5.795285,5.712477,11.99324
112,0.02462232,0.001780567,0.001609342,0.03611094,0.02741409,0.1794823,0.008246122,0.00286135,0.05036367,0.002160691,0.008965394,0.002512319,0.0008729541,0.01964836,0.004378793,0.002769692,0.0006505598,0.03902053,0.001715672,0.02666915,9.271787E-05,0.0381982,4.059331E-05,0.01221858,0.07348258,0.003274117,0.003058116,0.0001514259,0.00109422,5.816778E-05,0.001135316,0.0004042191,0.0003062564,0.02439739,0.0002823716,0.001475254,0.0007211371,3.909784E-06,3.734601E-05,0.001824257,0.04898462,0.0121457,0.09279031,0.003379142,0.01575504,0.001350397,0.01067716,0.01006008,9.861715,0.0001420967,0.01655993,0.1403419,1.819361,0.1561622,0.0003618424,0.0003588251,0.01718055,0.1224257,0.2885582,0.07516045,0.0283591,0.03996586,0.06077975,0.02851029,0.0002439425,2.145115,0.005476686,0.002578205,0.03793326,0.06341824,19.98343,1.72226,3.285017,4.388859,9.640789,7.008829,8.19697,13.49413
113,0.02463082,0.001775477,0.001606641,0.03615974,0.02743554,0.1793065,0.008255099,0.002864967,0.05042783,0.002154592,0.008949623,0.002517265,0.0008741553,0.01976319,0.004363433,0.002776438,0.0006518489,0.03975794,0.001718031,0.02767544,9.147813E-05,0.03823936,4.067831E-05,0.01231467,0.07348063,0.003509593,0.003103002,0.0001519754,0.001135089,5.80263E-05,0.001134179,0.0004175955,0.0003066467,0.0271853,0.0002973672,0.001571746,0.0007666351,3.852345E-06,3.813982E-05,0.001847146,0.0497775,0.01164835,0.09318466,0.003404455,0.01576356,0.001362297,0.0105141,0.01029015,9.794107,0.0001426507,0.01658768,0.1392868,1.798038,0.1548004,0.0003595155,0.0003583753,0.01674262,0.1318403,0.2786224,0.06690352,0.02875806,0.03868451,0.06018058,0.02833619,0.0002468497,1.993258,0.006550271,0.002682698,0.03592401,0.06119527,19.41825,1.699754,3.130024,4.31759,12.05752,7.068288,11.58756,17.64
114,0.02464284,0.001770195,0.001602965,0.03619037,0.02746187,0.1792832,0.008264142,0.002870034,0.05049424,0.002148502,0.008989233,0.002521805,0.0008768441,0.01988062,0.004357721,0.002784421,0.0006522966,0.03887048,0.001722477,0.02806998,9.001981E-05,0.0387064,4.1227E-05,0.01240632,0.07350634,0.003528186,0.003133208,0.0001536926,0.001159694,5.795406E-05,0.001134609,0.0004140981,0.0003071404,0.0276043,0.0003071259,0.001703294,0.0008022435,3.792632E-06,3.837992E-05,0.001867727,0.05045162,0.01046323,0.09401151,0.003431945,0.01582277,0.001374593,0.01077066,0.01045414,9.655011,0.0001430988,0.01662647,0.1389919,1.79309,0.1528885,0.0003568662,0.0003514702,0.01655358,0.1543748,0.287347,0.06256364,0.02999167,0.03882992,0.0553018,0.02740665,0.0002504478,1.877542,0.007828012,0.002735364,0.03106427,0.05949051,19.1196,1.583139,3.57959,4.8364,13.99676,5.747369,14.02216,23.32068
115,0.02465685,0.001764918,0.001598846,0.03620018,0.02749156,0.1794438,0.00827433,0.002876047,0.05056656,0.002142724,0.009061517,0.002526474,0.0008804371,0.01998646,0.004284384,0.002789839,0.0006494195,0.03748915,0.001727839,0.0275601,8.844934E-05,0.0390036,4.148115E-05,0.01231854,0.07357328,0.003360111,0.003138611,0.0001550235,0.001140312,5.793092E-05,0.001135816,0.0004033923,0.0003072862,0.02658572,0.0002968711,0.001766046,0.0008070184,3.741724E-06,3.835614E-05,0.001883591,0.05076445,0.009201089,0.09503667,0.003450095,0.01589669,0.001381736,0.01111637,0.01048899,9.502839,0.0001434331,0.01667143,0.1393609,1.804604,0.1502738,0.0003537553,0.0003428159,0.01660836,0.1823111,0.3060394,0.06247761,0.03145034,0.03962764,0.04958425,0.02626576,0.0002526588,1.806882,0.00864298,0.0026055,0.02597584,0.05868284,19.10975,1.424339,4.578489,5.764479,15.6288,4.495342,15.42953,27.82474
116,0.0246713,0.001759677,0.001594941,0.03619407,0.02751956,0.1797857,0.00828684,0.002882725,0.0506494,0.002137214,0.00915898,0.002530867,0.0008844963,0.02008949,0.004186924,0.002792786,0.000644208,0.03600772,0.001733302,0.02674843,8.452716E-05,0.03909337,4.170705E-05,0.01219643,0.07366581,0.003172322,0.003126405,0.0001562321,0.001109308,5.794442E-05,0.001138273,0.0003905988,0.0003069679,0.02524621,0.0002771829,0.001768962,0.0008012909,3.707868E-06,3.824807E-05,0.001888665,0.05049354,0.008048232,0.09614865,0.003449444,0.01595636,0.001379236,0.01112555,0.01038968,9.347817,0.0001437263,0.01671861,0.1402204,1.829566,0.1479276,0.000350537,0.0003338222,0.01664769,0.2023844,0.3375568,0.06869438,0.03412697,0.04204177,0.04413384,0.02509523,0.0002522103,1.790034,0.00932175,0.002491181,0.02150965,0.05899452,19.38406,1.273135,6.084054,6.848236,16.32808,3.656466,14.79189,30.79024
117,0.02468662,0.001754418,0.001591978,0.0361806,0.027544,0.1801473,0.00830052,0.002888873,0.05073745,0.002131426,0.00924699,0.0025327,0.0008884169,0.02020543,0.004186367,0.002798288,0.0006422057,0.03453477,0.001738404,0.02695317,8.590141E-05,0.03974452,4.332356E-05,0.01204589,0.07372814,0.003148995,0.003117934,0.0001584935,0.001097298,5.76987E-05,0.001143377,0.0003780377,0.000306172,0.02550673,0.0002639044,0.00174267,0.0008020982,3.696598E-06,3.803739E-05,0.001891383,0.04995039,0.007046927,0.09726648,0.003436863,0.01603562,0.001370876,0.01119285,0.01025044,9.171372,0.0001439248,0.01675267,0.141136,1.858912,0.1484575,0.0003481045,0.0003246256,0.01682523,0.2106033,0.3763655,0.08050727,0.03714494,0.045496,0.03922506,0.0239508,0.0002522217,1.824265,0.01102142,0.003344486,0.01835795,0.06031741,19.91854,1.217673,7.730132,7.735075,16.41063,3.092269,13.56138,30.84574
118,0.02469767,0.001749309,0.001590528,0.03616035,0.02756267,0.1803212,0.008315289,0.002894311,0.05082855,0.002125621,0.009246065,0.002534105,0.0008908789,0.02032607,0.004191891,0.002805978,0.0006431724,0.0351405,0.001743347,0.02763478,8.506827E-05,0.03928297,4.279103E-05,0.0118375,0.07373275,0.003423447,0.003138371,0.0001600442,0.001134535,5.803499E-05,0.001145837,0.0003812832,0.0003050045,0.02751689,0.0002380494,0.001623946,0.0007687957,3.707424E-06,3.784274E-05,0.00189032,0.04924337,0.007363629,0.09822311,0.003419966,0.01609529,0.001356869,0.01106397,0.01011455,9.16396,0.000144275,0.01676652,0.1418689,1.883754,0.1509657,0.0003469425,0.0003161623,0.01680182,0.2080519,0.4056122,0.09379837,0.03950011,0.04917718,0.04150044,0.02474159,0.0002502799,1.884857,0.01297839,0.004364065,0.02573688,0.06206275,21.08747,1.443157,8.912118,8.000278,15.39389,2.659943,11.59698,29.50768
119,0.02470951,0.001744447,0.001590264,0.03614916,0.02757806,0.1804516,0.008331538,0.002900452,0.05092669,0.002120095,0.009213464,0.002537816,0.0008927275,0.02044873,0.004198982,0.002814715,0.0006452703,0.03677534,0.001749197,0.0283166,8.36912E-05,0.03879,4.490167E-05,0.01175024,0.07372717,0.003648362,0.003177164,0.0001591032,0.00117102,5.862245E-05,0.001149263,0.0003966467,0.000303975,0.02895666,0.0002301563,0.001550261,0.0007301011,3.736325E-06,3.770234E-05,0.001884331,0.04861144,0.008358316,0.09879102,0.003407398,0.01612741,0.001341835,0.01101421,0.009993143,9.270998,0.0001451365,0.01677859,0.1424772,1.901723,0.1546802,0.0003464337,0.0003187653,0.01682449,0.1941435,0.418992,0.1027382,0.04048964,0.05182928,0.04686783,0.02655288,0.0002463058,1.986722,0.01299461,0.004805796,0.03510662,0.06374795,22.06358,1.732641,9.20352,7.807193,12.77387,2.405131,8.76744,26.38419
120,0.02472399,0.001739829,0.001590792,0.03615807,0.02759493,0.1805513,0.008348035,0.002907211,0.05102821,0.002114717,0.009171671,0.002544279,0.0008944499,0.02057275,0.004206507,0.002824347,0.0006477477,0.0377054,0.001756039,0.02810176,8.264004E-05,0.03842259,4.751892E-05,0.01180252,0.07376292,0.003598346,0.003197412,0.0001572884,0.001179336,5.921655E-05,0.001153114,0.0004034479,0.0003034753,0.02809499,0.0002423617,0.001521265,0.0007108672,3.77266E-06,3.760636E-05,0.001878824,0.04832657,0.009455561,0.09918413,0.003406585,0.01614077,0.001341935,0.01118363,0.009950547,9.428704,0.0001461253,0.01679894,0.1428712,1.910611,0.1574217,0.0003460753,0.000326499,0.01715224,0.1737798,0.4131657,0.1052854,0.03954257,0.05178453,0.05213273,0.02792279,0.0002450011,2.124699,0.01101158,0.004492345,0.04186177,0.06512669,22.53889,1.910007,8.399055,7.276392,10.00874,2.665529,6.45533,21.29497
