"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,TL

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,3.437623,3.789228,3.448122,3.317155,3.402855,3.385853,3.750009,3.643264,3.659433,3.643016,3.393404,3.45129,3.881152,3.70107,3.603921,3.718172,3.754021,3.324325,3.556901,3.647027,3.351202,3.363539,3.328203,3.541666,2.891077,3.395615,3.456984,3.36432,3.322773,3.280342,3.165204,3.566624,3.559987,3.459724,3.385551,3.430215,3.302929,2.998432,3.234159,3.147763,3.150723,3.006537,3.373021,3.334704,3.29297,2.801857,2.821254,3.17798,2.799726,3.268054,2.788122,2.712231,2.659016,2.848352,3.21291,3.16598,2.75871,2.25617,2.231336,2.281707,2.260665,2.231376,2.607266,2.403996,2.757055,2.989938,2.425176,2.054805,2.04862,2.845346,2.010861,2.132325,2.046292,2.048864,1,1,1,1
2,3.409936,3.770384,3.42225,3.295375,3.373433,3.356217,3.715595,3.608984,3.622305,3.60798,3.361692,3.411277,3.849858,3.667198,3.57049,3.677765,3.724979,3.29207,3.528255,3.619728,3.333248,3.342904,3.310945,3.525636,2.864759,3.359104,3.428145,3.338023,3.289155,3.257618,3.154307,3.538858,3.542652,3.424276,3.346194,3.393576,3.267154,2.983369,3.19756,3.106815,3.126498,2.973263,3.339825,3.297949,3.257201,2.782139,2.801909,3.160357,2.779363,3.248538,2.763496,2.690652,2.632909,2.831683,3.188968,3.156186,2.745692,2.257396,2.230148,2.288516,2.263354,2.231231,2.59164,2.386777,2.747667,2.992124,2.398432,2.05019,2.044809,2.835081,2.010949,2.122752,2.045934,2.046036,1,1,1,1
3,3.374173,3.741517,3.381202,3.272867,3.334788,3.319536,3.669845,3.563923,3.572283,3.560798,3.320986,3.358697,3.805974,3.623057,3.523092,3.623255,3.688215,3.250277,3.493071,3.583265,3.314163,3.321387,3.293345,3.510327,2.834213,3.311801,3.390292,3.305569,3.243533,3.229195,3.141322,3.500844,3.521497,3.375067,3.290479,3.342322,3.21736,2.967849,3.156122,3.058422,3.098574,2.935483,3.297441,3.251143,3.212976,2.76401,2.787726,3.141801,2.759414,3.222396,2.736571,2.673526,2.604383,2.821874,3.157843,3.142834,2.738041,2.268685,2.237525,2.306302,2.276047,2.239648,2.582403,2.376817,2.745906,3.00089,2.365211,2.044523,2.040173,2.821784,2.011594,2.112566,2.046499,2.04425,1,1,1,1
4,3.404142,3.764625,3.398805,3.308077,3.340165,3.347188,3.68299,3.584946,3.59398,3.590231,3.344157,3.370134,3.824982,3.643764,3.537311,3.64189,3.712801,3.280595,3.511729,3.592186,3.339719,3.354047,3.31407,3.536746,2.855475,3.331798,3.406977,3.321298,3.261463,3.243105,3.150383,3.507433,3.547028,3.392014,3.299852,3.353918,3.234092,2.983397,3.186699,3.089543,3.13707,2.975941,3.324853,3.273885,3.23949,2.794031,2.817106,3.171256,2.784854,3.232034,2.758208,2.705535,2.62372,2.853619,3.161669,3.155616,2.768882,2.303242,2.267611,2.349876,2.314359,2.271326,2.613282,2.407376,2.773405,3.021618,2.372317,2.045918,2.041691,2.827266,2.013342,2.119944,2.053172,2.047423,1,1,1,1
5,3.464263,3.81678,3.455424,3.368356,3.366294,3.403089,3.724195,3.636499,3.649585,3.657443,3.396047,3.4124,3.874411,3.692543,3.582552,3.694263,3.766453,3.343339,3.555214,3.623823,3.382396,3.409592,3.346614,3.579017,2.903563,3.38303,3.450815,3.359827,3.31471,3.278132,3.170186,3.537487,3.596843,3.43961,3.341125,3.397632,3.284892,3.012197,3.247738,3.154008,3.203168,3.042866,3.386016,3.328218,3.296391,2.839456,2.857215,3.218697,2.824916,3.262312,2.80057,2.751755,2.65627,2.897045,3.184733,3.185268,2.809556,2.332494,2.295256,2.390394,2.350632,2.301192,2.648142,2.444041,2.801093,3.043243,2.396818,2.05079,2.046246,2.84255,2.01493,2.135135,2.060794,2.05193,1,1,1,1
6,3.543139,3.885194,3.545312,3.444981,3.411112,3.479213,3.792849,3.713193,3.732671,3.749306,3.472134,3.48476,3.950564,3.766474,3.656053,3.776359,3.842439,3.430896,3.623532,3.677783,3.435721,3.479736,3.386757,3.630104,2.973648,3.462687,3.518317,3.421731,3.398161,3.331473,3.199627,3.591473,3.661635,3.51384,3.411857,3.470169,3.364239,3.052464,3.336223,3.249377,3.288519,3.131777,3.473561,3.411567,3.380456,2.896785,2.906454,3.277697,2.875746,3.311256,2.861158,2.811854,2.69968,2.951567,3.232177,3.23225,2.857029,2.353476,2.313209,2.419187,2.376906,2.322211,2.683705,2.485456,2.82754,3.064466,2.435815,2.059344,2.053927,2.866847,2.015827,2.157802,2.068465,2.056348,1,1,1,1
7,3.609847,3.946269,3.644266,3.51018,3.453385,3.544688,3.860948,3.783696,3.809303,3.831835,3.541537,3.556445,4.02444,3.834477,3.729131,3.853317,3.912353,3.51047,3.690503,3.732536,3.476367,3.537621,3.414232,3.669823,3.042919,3.539463,3.583901,3.483739,3.483814,3.38391,3.228492,3.648517,3.719357,3.586214,3.485169,3.543232,3.442276,3.094017,3.418468,3.339293,3.36234,3.206304,3.55511,3.491176,3.460889,2.946701,2.946329,3.324073,2.919544,3.362777,2.921505,2.863207,2.733501,3.000789,3.299072,3.286855,2.896745,2.353086,2.304596,2.417278,2.374135,2.31736,2.703934,2.5103,2.840001,3.081392,2.472471,2.068966,2.062318,2.892787,2.015246,2.17929,2.070359,2.058658,1,1,1,1
8,3.6321,3.976575,3.714463,3.530606,3.469917,3.565811,3.893023,3.813249,3.842008,3.8698,3.567995,3.588144,4.062564,3.861363,3.765227,3.8862,3.944468,3.543013,3.720233,3.758045,3.478187,3.55231,3.406985,3.675142,3.075162,3.573446,3.612731,3.511559,3.530611,3.407041,3.240295,3.678393,3.745136,3.62033,3.525524,3.58052,3.481119,3.115404,3.451585,3.375223,3.388757,3.22317,3.591393,3.524901,3.496487,2.960617,2.951342,3.331872,2.931386,3.391947,2.949148,2.871915,2.734159,3.015019,3.362916,3.325875,2.904639,2.317598,2.259384,2.372392,2.329471,2.27582,2.68993,2.490985,2.824276,3.084247,2.483334,2.073632,2.066094,2.904811,2.012972,2.183986,2.061017,2.05605,1,1,1,1
9,3.649419,3.998446,3.770961,3.541653,3.487008,3.58508,3.927338,3.84256,3.874458,3.902524,3.59361,3.621248,4.100606,3.889369,3.800091,3.92044,3.973283,3.570512,3.747945,3.784183,3.47745,3.56086,3.40192,3.678743,3.100134,3.606978,3.639017,3.53785,3.56982,3.42826,3.250761,3.708747,3.76275,3.652494,3.568715,3.616504,3.516506,3.134907,3.481796,3.40909,3.406153,3.238572,3.62218,3.556482,3.529351,2.973075,2.959003,3.334048,2.943318,3.416527,2.974542,2.883309,2.744021,3.02923,3.439703,3.358447,2.911613,2.278259,2.219324,2.329715,2.288376,2.239224,2.685046,2.482042,2.815554,3.086591,2.496221,2.078667,2.069937,2.91579,2.011082,2.188502,2.051682,2.053108,1,1,1,1
10,3.654213,4.010423,3.814167,3.536565,3.497326,3.593123,3.952695,3.861305,3.8958,3.923233,3.607616,3.643791,4.128704,3.906479,3.8238,3.943656,3.991752,3.583695,3.763959,3.802024,3.467334,3.556644,3.390784,3.673626,3.111836,3.628361,3.654143,3.553052,3.594826,3.440807,3.255838,3.730745,3.769017,3.673021,3.604085,3.641305,3.539232,3.147031,3.497345,3.426122,3.406154,3.237802,3.638956,3.573011,3.548474,2.974896,2.959101,3.323044,2.947026,3.432081,2.989223,2.884157,2.75047,3.032599,3.525652,3.381339,2.9093,2.22061,2.176855,2.278983,2.240807,2.19894,2.677674,2.468075,2.803998,3.084739,2.50508,2.082458,2.072537,2.923828,2.009226,2.18891,2.040248,2.049916,1,1,1,1
