"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,TLC

timestep,value
1,2.346298
2,2.338792
3,2.336474
4,2.36266
5,2.392481
6,2.419284
7,2.425
8,2.395054
9,2.369318
10,2.338974
11,2.290334
12,2.298109
13,2.30304
14,2.247247
15,2.229346
16,2.202651
17,2.182917
18,2.203501
19,2.254
20,2.318137
21,2.375919
22,2.378847
23,2.38964
24,2.362696
25,2.31404
26,2.311392
27,2.322047
28,2.350812
29,2.363363
30,2.382087
31,2.404971
32,2.409419
33,2.410455
34,2.389584
35,2.30162
36,2.269163
37,2.278072
38,2.315008
39,2.34817
40,2.373552
41,2.394596
42,2.427302
43,2.471223
44,2.499825
45,2.492511
46,2.396811
47,2.273344
48,2.250659
49,2.230489
50,2.220716
51,2.214399
52,2.214568
53,2.21987
54,2.229759
55,2.247517
56,2.269212
57,2.251683
58,2.20765
59,2.188177
60,2.179197
61,2.205134
62,2.209165
63,2.229909
64,2.267266
65,2.319483
66,2.387173
67,2.441323
68,2.447321
69,2.402921
70,2.322669
71,2.27489
72,2.287495
73,2.310409
74,2.317971
75,2.33042
76,2.342521
77,2.343094
78,2.358231
79,2.390526
80,2.40993
81,2.329812
82,2.295212
83,2.289402
84,2.311063
85,2.318054
86,2.318797
87,2.336759
88,2.372395
89,2.397871
90,2.410441
91,2.436029
92,2.431473
93,2.42588
94,2.364857
95,2.2813
96,2.220673
97,2.232491
98,2.288702
99,2.352543
100,2.417702
101,2.4864
102,2.537645
103,2.529271
104,2.490168
105,2.41965
106,2.313958
107,2.231638
108,2.195446
109,2.190604
110,2.2175
111,2.255301
112,2.298069
113,2.326912
114,2.344024
115,2.38623
116,2.391681
117,2.376444
118,2.358152
119,2.341627
120,2.286434
121,2.230563
122,2.207025
123,2.204411
124,2.213694
125,2.233901
126,2.269589
127,2.309293
128,2.334592
129,2.337026
130,2.325889
131,2.285599
132,2.236195
133,2.237324
134,2.253838
135,2.284281
136,2.319266
137,2.356873
138,2.403482
139,2.451067
140,2.459548
141,2.446282
142,2.350964
143,2.262497
144,2.239914
145,2.255308
146,2.262987
147,2.284995
148,2.312799
149,2.335743
150,2.347152
151,2.340112
152,2.362885
153,2.371445
154,2.34078
155,2.284371
156,2.271329
157,2.280915
158,2.287052
159,2.284893
160,2.283921
161,2.292619
162,2.301257
163,2.300681
164,2.307083
165,2.303792
166,2.302397
167,2.284793
168,2.284556
169,2.262027
170,2.264203
171,2.287733
172,2.317379
