"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Catch

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,0,0,0,0,0,0.0007817677,0.0001659834,8.803803E-05,0.001161113,0.0005291976,0.004612597,0.0002706547,0.0007880418,7.809867E-05,0.003604765,0.001072673,0.001327409,0.01745385,0.00497249,0.002758562,9.167692E-05,0.007661747,0.001867687,0.00959932,0.00054442,0.0007421526,0.004748364,2.550367E-05,0.006819409,1.682475E-08,0.001358093,0.0003062038,0.0001790684,0.00477217,0.001055137,0.01013902,0.01210331,0.0009966743,0.002228873,0.002387805,0.02112735,0.05416436,0.0003978985,0.002441943,0.005551336,0.01506748,0.0835979,0.004051952,0.0006358913,4.317682E-05,0.002277778,0.003098442,9.202545E-05,0.0003803008,0,0,0.008315687,0.003395902,1.434315,1.588467,0.3212436,0.07717471,1.092413E-05,0.04281241,0.001854397,0.0002613577,0.01593383,0.1498966,0.04755098,0.1708421,0.03308904,0.03607945,0.002255698,9.048516E-06,0,0,0,0
1981,0,0,0,0,0,0.0007928287,0.0001970546,0.0004026973,0.001238959,0.0008280654,0.006118107,0.0003365014,0.001613748,7.704293E-05,0.004768658,0.001420839,0.00152988,0.01790299,0.003429556,0.002294283,0.0001254163,0.006792555,0.002318315,0.01136297,0.0005363206,0.0007219096,0.004771161,2.776102E-05,0.006901186,1.586016E-08,0.004238874,0.0007842968,0.001138382,0.001693819,0.001263995,0.007419604,0.01220543,0.001033303,0.001915491,0.002348649,0.0219242,0.05761607,0.0003870086,0.002668077,0.00520179,0.0137407,0.08808851,0.01346312,0.000553053,0.0003807521,0.004760968,0.00306621,7.624586E-05,0.0004272053,0,0,0.008225842,0.002484528,1.099063,1.19822,0.2445395,0.06104651,8.06193E-06,0.04918622,0.001460251,0.0001336415,0.01152418,0.09864155,0.03113625,0.1121494,0.03435582,0.03684331,0.0009434212,9.376077E-06,0,0,0,0
1982,0,0,0,0,0,0.0007760454,0.0002222262,0.000306533,0.001146823,0.0008881474,0.005886398,0.0002934897,0.002360428,2.383618E-05,0.003612129,0.001546406,0.002297638,0.01609546,0.007819301,0.003113871,0.0001074882,0.007988935,0.001653436,0.01327665,0.0005472145,0.0005791753,0.00584921,3.190525E-05,0.006557032,1.566359E-08,0.006727632,0.0003716134,0.00151779,0.001958633,0.001211134,0.005416427,0.008867421,0.001582857,0.001655992,0.002039416,0.02081699,0.05051279,0.0003732007,0.002392139,0.003064814,0.01228046,0.07617792,0.01633521,0.0004956934,0.0004519976,0.004986554,0.002854512,5.737433E-05,0.0004304565,0,0,0.008556628,0.002037102,0.819527,1.751307,0.3588554,0.089632,8.987724E-06,0.04160789,0.001727888,0.0001013765,0.01249063,0.09665641,0.03357058,0.1147564,0.0356979,0.04105287,0.001575937,1.16292E-05,0,0,0,0
1983,0,0,0,0,0,0.0004850338,0.0002667105,0.0004845279,0.001321659,0.0009478361,0.005962169,0.0002580938,0.00324344,3.985357E-05,0.002635809,0.001735858,0.003146259,0.01667098,0.005023732,0.002434862,0.0001211391,0.009560255,0.00172516,0.01056515,0.0006077092,0.000736703,0.00648334,4.257447E-05,0.007086609,1.66055E-08,0.00548055,0.000157191,0.0005150949,0.003982882,0.001259564,0.006447555,0.01299088,0.001229045,0.001758076,0.00224691,0.02099212,0.05301338,0.0003829327,0.002800846,0.003441096,0.01594681,0.07843959,0.02167678,0.0006192649,0.0003608566,0.003724464,0.003759632,7.764532E-05,0.0005634296,0,0,0.01034567,0.00285361,1.353394,1.739827,0.7603909,0.1791784,1.190221E-05,0.04164079,0.002427514,0.0002136939,0.01637961,0.1429114,0.05204948,0.1311608,0.04087149,0.04595854,0.003095024,1.286245E-05,0,0,0,0
1984,0,0,0,0,0,0.0005915822,0.0003310743,0.000298869,0.001488073,0.0009675196,0.006335154,0.0002933043,0.002990353,4.091091E-05,0.002040537,0.001765288,0.003435137,0.01639123,0.004734804,0.002546506,0.0001481847,0.01110116,0.00213918,0.009148029,0.0006700961,0.0007388282,0.004317999,4.659962E-05,0.007188445,1.476512E-08,0.004552417,0.0002598215,0.0001916971,0.001090987,0.001388854,0.00351318,0.0117876,0.002703236,0.001727949,0.002441013,0.0215651,0.05729101,0.0004050352,0.003353112,0.003447559,0.01793799,0.08378163,0.02314585,0.0007027714,0.0004793926,0.001914339,0.004425245,8.478461E-05,0.0006067761,0,0,0.01041504,0.00564179,2.140733,1.579663,0.4229374,0.2150659,1.066525E-05,0.04212536,0.0025321,0.0001702758,0.01434671,0.1217328,0.0258259,0.1396116,0.0402354,0.04939027,0.001125444,1.27995E-05,0,0,0,0
1985,0,0,0,0,0,0.0006815025,0.000396077,0.0002304659,0.001613176,0.001941373,0.007060109,0.0002671267,0.004654386,5.338665E-05,0.001416402,0.001632439,0.00447773,0.01461672,0.006892981,0.002541351,0.0001280037,0.008694272,0.002061818,0.006494156,0.0006849614,0.0007715653,0.006746534,5.789052E-05,0.006916549,1.379191E-08,0.003441726,0.0004035488,0.00200575,0.002326044,0.00124298,0.001703501,0.01177862,0.003122287,0.0005109933,0.002489154,0.0188051,0.05244365,0.0003495632,0.003659317,0.00316569,0.01881151,0.07373328,0.02174769,0.0006830834,0.0004401091,0.001680547,0.004936164,8.802058E-05,0.0005346791,0,0,0.00929894,0.002703105,1.477612,1.999794,0.2912306,0.1043906,9.369935E-06,0.03755787,0.002523321,0.0001087937,0.01411453,0.09758421,0.0412951,0.1201718,0.03460747,0.0489309,0.001484585,1.141148E-05,0,0,0,0
1986,0,0,0,0,0,0.0013366,0.0004889006,0.0002933584,0.00174469,0.002379221,0.00791309,0.0002924045,0.004410856,5.287641E-05,0.001229905,0.001826136,0.006399701,0.01318703,0.01012203,0.002741058,0.0001519232,0.009555014,0.00190023,0.01634105,0.0007692151,0.0007501942,0.006101193,7.117807E-05,0.007698565,1.30155E-08,0.002418565,0.0001929428,0.00123904,0.009873754,0.001451967,0.001321568,0.01126523,0.003653903,0.001061144,0.002453459,0.01931685,0.05078394,0.0003770312,0.003860124,0.002629629,0.01944719,0.07522111,0.03521343,0.0007160305,0.0005193023,0.003324839,0.005382884,8.655893E-05,0.0006315776,0,0,0.009565325,0.002173543,1.173865,1.499592,0.4448236,0.0819721,1.076754E-05,0.04545719,0.002846001,0.000113044,0.01321566,0.1097882,0.06291112,0.1216645,0.03206146,0.0588907,0.001605134,1.04725E-05,0,0,0,0
1987,0,0,0,0,0,0.0007548369,0.000579837,0.0001959543,0.001404548,0.002160253,0.009864276,0.0002709382,0.004564533,6.362658E-05,0.000965144,0.00158793,0.007786539,0.01161678,0.01126157,0.00206839,0.0001548274,0.008252878,0.001522582,0.008804403,0.000629493,0.0007669477,0.004894102,5.005779E-05,0.006376118,1.166155E-08,0.002073195,0.0001894763,0.0006622695,0.005888511,0.001363509,0.00103634,0.01084604,0.003845219,0.001537833,0.002247767,0.01810215,0.04127029,0.0003841949,0.002800632,0.002454374,0.01832137,0.06687965,0.02039212,0.0006645492,0.0008156029,0.002031859,0.004084855,6.981297E-05,0.0007959961,0,0,0.0102365,0.001368374,1.147009,1.756787,0.500394,0.1610679,1.163403E-05,0.03833469,0.002366311,0.0001374856,0.01316548,0.1155038,0.06792383,0.1712625,0.02879066,0.05715266,0.00162269,9.27221E-06,0,0,0,0
1988,0,0,0,0,0,0.001116656,0.0006749686,0.000279148,0.001630743,0.001743506,0.006673723,0.0002414315,0.004365391,7.90529E-05,0.0006596752,0.001426269,0.008189532,0.01079605,0.00807125,0.0023647,0.0001613144,0.01042574,0.001855187,0.008096171,0.0006682607,0.0008515469,0.005330105,6.022095E-05,0.006491458,1.121723E-08,0.00284816,0.0001054427,0.0007984043,0.006036565,0.001319318,0.002244476,0.01311824,0.004506621,0.001252814,0.002391682,0.01699585,0.04269719,0.0003896777,0.003252505,0.002674061,0.01961484,0.06258055,0.012425,0.0007768359,0.001327525,0.005413524,0.004742569,7.393219E-05,0.0006013347,0,0,0.007860151,0.001738443,1.108996,1.374725,0.4178402,0.1477658,1.1414E-05,0.04112406,0.002369863,0.0001568575,0.009043652,0.1021558,0.0548804,0.1404178,0.02633196,0.0513326,0.001620572,8.061596E-06,0,0,0,0
1989,0,0,0,0,0,0.0009990272,0.0007316456,0.0002253022,0.001276963,0.001176796,0.008063924,0.0002086783,0.00571719,8.039081E-05,0.0006560198,0.001263537,0.00777323,0.008909733,0.008531237,0.00218274,0.0001391898,0.01182492,0.001814018,0.007685561,0.00054333,0.0006901074,0.005006417,4.492399E-05,0.01050382,1.048999E-08,0.001361208,5.132711E-05,0.0005347935,0.005206213,0.001276364,0.001441681,0.01125307,0.00322298,0.00110262,0.002034964,0.01557364,0.03494116,0.0003688745,0.002449379,0.001927009,0.0166407,0.05472669,0.01667915,0.0006752095,0.0006644719,0.006064055,0.003605402,5.168129E-05,0.0006743872,0,0,0.007870166,0.001824589,1.426893,1.607386,0.3918533,0.1445506,1.013151E-05,0.04389126,0.001983154,0.0001409909,0.01066476,0.1097825,0.05296819,0.1102629,0.02737856,0.05715898,0.001836751,1.229807E-05,0,0,0,0
