"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,DiscardMortalityFleetGroup

year,fleet,group,value
1982,2,9,5.631933E-07
1982,2,18,5.273316E-06
1982,2,23,6.588807E-10
1982,2,26,2.295765E-06
1982,2,28,5.042447E-08
1982,2,35,4.733624E-08
1982,2,46,0.0009000947
1982,3,26,1.402929E-08
1982,3,28,2.711558E-07
1982,3,35,5.299608E-08
1982,4,15,1.299048E-05
1982,5,9,2.301133E-05
1982,5,12,1.286667E-06
1982,6,12,8.124384E-06
1982,6,18,1.297635E-06
1982,8,28,1.997394E-07
1982,9,9,7.643311E-07
1982,9,12,2.566598E-10
1982,9,18,1.086861E-07
1982,9,41,7.113805E-09
1982,9,42,7.057693E-07
1982,9,43,6.381432E-08
1982,9,44,5.060488E-12
1982,9,47,1.958588E-06
1982,9,48,2.365553E-08
1982,9,49,5.590906E-09
1982,12,9,1.240281E-06
1982,12,12,0.0002164997
1982,12,21,0.0001074882
1982,12,23,0.001546779
1982,12,35,0.001210948
1982,12,42,0.006057083
1982,12,44,0.0001650798
1982,12,46,7.497278E-05
1982,12,47,0.01921817
1982,12,48,0.0002948107
1982,13,23,1.854961E-10
1982,13,26,2.689164E-06
1982,13,28,1.279505E-06
1982,13,35,1.248772E-09
1982,13,46,5.253135E-06
1982,14,9,0.0003730902
1982,14,18,0.0006072125
1982,14,25,9.3824E-05
1982,14,26,2.536276E-05
1982,14,28,2.47697E-05
1982,14,34,0.0001033894
1982,14,40,3.750423E-05
1982,14,41,8.764091E-05
1982,14,42,0.0001356078
1982,14,44,6.372393E-05
1982,14,45,2.023354E-06
1982,14,46,0.0001984804
1982,14,47,0.0006034244
1982,14,48,4.223423E-05
1982,14,49,9.479537E-05
1982,14,52,0.0002191796
1982,14,53,3.761287E-06
1982,14,57,4.472491E-06
1982,14,64,1.455172E-05
1982,14,65,0.0006823132
1982,15,9,1.811658E-05
1982,15,15,2.851875E-06
1982,15,18,6.307018E-05
1982,15,25,1.540703E-06
1982,15,26,4.354141E-06
1982,15,28,3.138104E-06
1982,15,34,3.449786E-05
1982,15,35,4.680352E-08
1982,15,40,4.083593E-06
1982,15,41,0.0002331555
1982,15,42,4.765166E-06
1982,15,43,2.471761E-08
1982,15,44,9.879604E-08
1982,15,45,3.735635E-05
1982,15,46,2.584205E-05
1982,15,47,5.912045E-06
1982,15,48,1.942143E-05
1982,15,49,5.124445E-06
1982,15,52,1.027E-06
1982,15,57,3.371878E-08
1982,16,9,0.0002034432
1982,16,18,0.0003166645
1982,16,25,2.514857E-05
1982,16,26,2.180364E-05
1982,16,28,2.196617E-06
1982,16,34,3.95364E-05
1982,16,35,3.276163E-08
1982,16,40,3.008179E-05
1982,16,41,5.151565E-05
1982,16,42,0.000378799
1982,16,44,7.583971E-05
1982,16,45,1.907173E-05
1982,16,46,0.0001774437
1982,16,47,0.001844931
1982,16,48,5.379855E-05
1982,16,49,9.130874E-05
1982,16,52,3.902337E-05
1982,16,53,1.746999E-06
1982,16,57,2.993422E-06
1982,16,64,1.246488E-06
1982,16,65,7.527201E-07
1983,2,9,5.54357E-07
1983,2,18,5.000097E-06
1983,2,23,7.69443E-10
1983,2,26,2.491126E-06
1983,2,28,5.650276E-08
1983,2,35,5.58531E-08
1983,2,46,0.001032085
1983,3,26,1.523352E-08
1983,3,28,3.040489E-07
1983,3,35,6.257395E-08
1983,4,15,9.116746E-06
1983,5,9,1.921446E-05
1983,5,12,1.033795E-06
1983,6,12,8.225507E-06
1983,6,18,1.315243E-06
1983,8,28,2.374186E-07
1983,9,9,7.545231E-07
1983,9,12,2.437981E-10
1983,9,18,1.03354E-07
1983,9,41,6.988508E-09
1983,9,42,6.892367E-07
1983,9,43,6.53807E-08
1983,9,44,4.904073E-12
1983,9,47,2.034687E-06
1983,9,48,2.914608E-08
1983,9,49,6.22091E-09
1983,12,9,1.076006E-06
1983,12,12,0.0001807314
1983,12,21,0.0001211391
1983,12,23,0.001592064
1983,12,35,0.001259336
1983,12,42,0.005198438
1983,12,44,0.0001405924
1983,12,46,7.576938E-05
1983,12,47,0.01754569
1983,12,48,0.0003192232
1983,13,23,2.120464E-10
1983,13,26,2.856354E-06
1983,13,28,1.403449E-06
1983,13,35,1.442325E-09
1983,13,46,5.896202E-06
1983,14,9,0.0004505349
1983,14,18,0.0007063468
1983,14,25,0.0001168509
1983,14,26,3.37635E-05
1983,14,28,3.405113E-05
1983,14,34,0.0002253695
1983,14,40,4.58708E-05
1983,14,41,0.0001053205
1983,14,42,0.0001619996
1983,14,44,7.55424E-05
1983,14,45,2.252544E-06
1983,14,46,0.0002792079
1983,14,47,0.0007668333
1983,14,48,6.365545E-05
1983,14,49,0.0001290276
1983,14,52,0.0002884259
1983,14,53,5.032894E-06
1983,14,57,6.36625E-06
1983,14,64,1.666587E-05
1983,14,65,0.001077491
1983,15,9,1.737508E-05
1983,15,15,1.950434E-06
1983,15,18,5.826897E-05
1983,15,25,1.523957E-06
1983,15,26,4.603513E-06
1983,15,28,3.426212E-06
1983,15,34,5.972376E-05
1983,15,35,5.380848E-08
1983,15,40,3.966749E-06
1983,15,41,0.0002225296
1983,15,42,4.521092E-06
1983,15,43,2.460353E-08
1983,15,44,9.301731E-08
1983,15,45,3.302949E-05
1983,15,46,2.887174E-05
1983,15,47,5.966944E-06
1983,15,48,2.324814E-05
1983,15,49,5.539599E-06
1983,15,52,1.073349E-06
1983,15,57,3.811905E-08
1983,16,9,0.0002518554
1983,16,18,0.0003776332
1983,16,25,3.210884E-05
1983,16,26,2.975593E-05
1983,16,28,3.0957E-06
1983,16,34,8.835061E-05
1983,16,35,4.861779E-08
1983,16,40,3.771839E-05
1983,16,41,6.346565E-05
1983,16,42,0.0004639078
1983,16,44,9.216761E-05
1983,16,45,2.176633E-05
1983,16,46,0.0002558964
1983,16,47,0.002403543
1983,16,48,8.312565E-05
1983,16,49,0.0001274093
1983,16,52,5.264442E-05
1983,16,53,2.396445E-06
1983,16,57,4.36813E-06
1983,16,64,1.463509E-06
1983,16,65,1.218588E-06
1984,2,9,5.509922E-07
1984,2,18,4.829056E-06
1984,2,23,7.831374E-10
1984,2,26,2.299692E-06
1984,2,28,5.183049E-08
1984,2,35,4.957963E-08
1984,2,46,0.001042551
1984,3,26,1.404905E-08
1984,3,28,2.786325E-07
1984,3,35,5.549096E-08
1984,4,15,6.655326E-06
1984,5,9,2.73938E-05
1984,5,12,1.42054E-06
1984,6,12,7.344409E-06
1984,6,18,1.183949E-06
1984,8,28,2.402117E-07
1984,9,9,7.387953E-07
1984,9,12,2.300791E-10
1984,9,18,9.833476E-08
1984,9,41,7.024571E-09
1984,9,42,6.605999E-07
1984,9,43,6.901521E-08
1984,9,44,4.870108E-12
1984,9,47,1.925297E-06
1984,9,48,2.832428E-08
1984,9,49,6.259469E-09
1984,12,9,1.328508E-06
1984,12,12,0.0002150693
1984,12,21,0.0001481847
1984,12,23,0.002012871
1984,12,35,0.001388646
1984,12,42,0.006282621
1984,12,44,0.0001760523
1984,12,46,9.507567E-05
1984,12,47,0.02093478
1984,12,48,0.000391175
1984,13,23,2.139264E-10
1984,13,26,2.613713E-06
1984,13,28,1.2761E-06
1984,13,35,1.269087E-09
1984,13,46,5.903729E-06
1984,14,9,0.0005495868
1984,14,18,0.0008372471
1984,14,25,0.0001456923
1984,14,26,3.825369E-05
1984,14,28,3.833533E-05
1984,14,34,6.602683E-05
1984,14,40,5.740387E-05
1984,14,41,0.0001318877
1984,14,42,0.0001934373
1984,14,44,9.34606E-05
1984,14,45,2.524795E-06
1984,14,46,0.0003461478
1984,14,47,0.0009039766
1984,14,48,7.706736E-05
1984,14,49,0.0001617418
1984,14,52,0.0003544686
1984,14,53,5.873402E-06
1984,14,57,7.954178E-06
1984,14,64,2.183442E-05
1984,14,65,0.001262382
1984,15,9,1.813829E-05
1984,15,15,1.495109E-06
