"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Swordfish"

timestep\group,"Dusky shark","Large coastal sharks","Large oceanic sharks","Yellowfin tuna","Other tunas",Billfish,
1,0.01316888,0.009323927,0.008988292,0.003420462,0.002454716,0.001873806
2,0.01307248,0.009257143,0.008946748,0.003476408,0.002447438,0.001878055
3,0.01299638,0.009204865,0.00891983,0.00356368,0.002445669,0.00188517
4,0.01287292,0.009120005,0.008879865,0.00365794,0.002440032,0.001887316
5,0.01257824,0.008916319,0.008773929,0.003713799,0.002410684,0.001869355
6,0.01208213,0.008572133,0.008580928,0.003716215,0.002349226,0.001825607
7,0.0114561,0.008136573,0.008321731,0.003679043,0.002263433,0.001762713
8,0.01084372,0.007709514,0.008054887,0.003645925,0.002174587,0.001697722
9,0.01036277,0.007373431,0.007836205,0.003656967,0.002102409,0.001646299
10,0.01006679,0.007166373,0.007698951,0.003734271,0.002057907,0.001617121
11,0.00999336,0.007115134,0.007668783,0.003900937,0.002049151,0.001616843
12,0.01015957,0.007231689,0.007754361,0.004172235,0.00207934,0.001648499
13,0.01051986,0.007455364,0.007292164,0.004117564,0.002030441,0.001638887
14,0.01124346,0.007958534,0.007596792,0.004662304,0.002118126,0.00173771
15,0.01223757,0.008647867,0.007993234,0.005336347,0.00223794,0.001868556
16,0.01348202,0.009507752,0.008456346,0.006131853,0.002381871,0.002026755
17,0.01499577,0.01054924,0.008975152,0.007059545,0.002547398,0.002211948
18,0.0167517,0.01175108,0.009521515,0.008099425,0.002725897,0.002417871
19,0.01868518,0.01306668,0.01006299,0.009209022,0.002905954,0.002634845
20,0.02072644,0.0144465,0.01057324,0.0103514,0.003076916,0.002853564
21,0.0228239,0.0158544,0.01103979,0.01149722,0.003232078,0.003068021
22,0.02504646,0.01733563,0.0114815,0.01267174,0.003377093,0.003284599
23,0.02571115,0.01777385,0.01157331,0.01350632,0.003378019,0.003353173
24,0.02571151,0.01777071,0.01153187,0.01419245,0.003323996,0.003361463
25,0.02520611,0.01711139,0.009000969,0.01174926,0.002698594,0.002899021
26,0.02520172,0.01710438,0.008958373,0.01274456,0.002627926,0.002901294
27,0.02519768,0.0170979,0.008917199,0.01369345,0.002559769,0.002903578
28,0.02519344,0.01709137,0.008876607,0.01458339,0.002493861,0.002905686
29,0.02519042,0.01708604,0.008837824,0.0154037,0.002430496,0.002908071
30,0.02518675,0.01708026,0.00879904,0.01616246,0.002368941,0.002910202
31,0.02518286,0.0170741,0.008759697,0.01646771,0.002308684,0.002911975
32,0.0251794,0.01706782,0.00871951,0.01671555,0.002249269,0.00291328
33,0.02517503,0.01706016,0.00867687,0.01695398,0.002189871,0.002913597
34,0.02517041,0.01705161,0.00863224,0.0171809,0.002130518,0.002913035
35,0.02516602,0.01704304,0.008587291,0.01739811,0.002071833,0.002912164
36,0.0251604,0.01703384,0.008542789,0.01760775,0.002014787,0.002911099
37,0.02560677,0.01761262,0.01051277,0.02142489,0.002352477,0.003308223
38,0.0256049,0.01760805,0.01047069,0.02166726,0.002299835,0.003304791
39,0.02560466,0.01760554,0.01043545,0.02193075,0.00225376,0.00330304
40,0.02560597,0.0176052,0.01040851,0.02222982,0.002215097,0.003303293
41,0.02560897,0.01760741,0.01039206,0.0225815,0.002184305,0.003305869
42,0.02561238,0.01761101,0.01038535,0.02289028,0.002159237,0.003310081
43,0.02561567,0.01761513,0.01038508,0.02293724,0.002135847,0.003314869
44,0.0256209,0.01762071,0.01038832,0.02275626,0.00211146,0.003319733
45,0.02562566,0.01762539,0.01038846,0.02248776,0.00208319,0.003323475
46,0.02562952,0.01762868,0.010383,0.02229872,0.002050941,0.003325933
47,0.02563231,0.01763093,0.01037344,0.0223032,0.002016335,0.003327722
48,0.02563294,0.01763143,0.01036033,0.0225244,0.00198127,0.003328704
49,0.02517056,0.01702539,0.008296313,0.01907351,0.001584007,0.002910174
50,0.02516763,0.0170212,0.008269817,0.02022585,0.001540529,0.002905551
51,0.0251645,0.01701663,0.008242145,0.02139062,0.001498451,0.002900518
52,0.0251616,0.01701219,0.008214148,0.02255208,0.001458247,0.002895335
53,0.02515903,0.01700789,0.008185952,0.02348755,0.001420087,0.00289008
54,0.02515662,0.01700341,0.008156948,0.02384168,0.001383672,0.00288462
55,0.02515398,0.0169981,0.008125884,0.02418695,0.00134823,0.002878507
56,0.02515116,0.0169917,0.008091902,0.02451905,0.001312959,0.002871423
57,0.02514843,0.01698465,0.008055648,0.02483535,0.001277607,0.002863558
58,0.0251446,0.01697629,0.008017211,0.02513391,0.001242175,0.002854968
59,0.02513972,0.01696704,0.007977797,0.02541622,0.001207306,0.002845917
60,0.02513482,0.01695788,0.007938617,0.02568612,0.001173573,0.002836835
61,0.02530314,0.01717471,0.008506848,0.02742941,0.001234335,0.0029728
62,0.02529906,0.01716723,0.008440132,0.02759326,0.001207324,0.002967255
63,0.02529532,0.01716047,0.008375834,0.02775889,0.001182708,0.002962362
64,0.02529222,0.01715468,0.008314317,0.02793231,0.00116062,0.00295826
65,0.02528959,0.01714968,0.008254968,0.02811587,0.001140521,0.002954784
66,0.02528697,0.01714493,0.008196357,0.02830677,0.001121353,0.002951514
67,0.02528431,0.01714012,0.008137251,0.02849804,0.001102139,0.002948025
68,0.02528129,0.01713474,0.008076751,0.02868135,0.001082263,0.002943946
69,0.02527728,0.01712811,0.008014248,0.0288498,0.001061514,0.002939015
70,0.02527271,0.01712078,0.007951001,0.02900209,0.001040362,0.002933579
71,0.02526766,0.01711325,0.00788854,0.0291407,0.001019658,0.00292807
72,0.02526183,0.01710489,0.007825792,0.02926741,0.0009996506,0.002922145
73,0.02528073,0.01712986,0.007836075,0.02970166,0.0009769254,0.00292533
74,0.02527428,0.01712153,0.00775632,0.02988215,0.0009449492,0.002907384
75,0.02526815,0.01711346,0.007678044,0.03006047,0.0009151913,0.002889709
