"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Billfish"

timestep\group,"Dusky shark","Large coastal sharks","Large oceanic sharks","Yellowfin tuna","Other tunas",Billfish,"Pelagic coastal piscivores",
1,0.01771131,0.007913103,0.003728913,0.02032679,0.00357033,0.001062875,0.01620436
2,0.01773114,0.007918865,0.003729049,0.02068332,0.003580979,0.001071665,0.01622958
3,0.01775706,0.007928179,0.003730744,0.02118443,0.003595632,0.001080946,0.01628963
4,0.01778704,0.007939535,0.003733488,0.02175396,0.003614729,0.00109051,0.01638094
5,0.01782533,0.007955089,0.003738571,0.02227669,0.00363837,0.001100608,0.01650011
6,0.01786727,0.007972518,0.003745177,0.02272366,0.003663125,0.001110813,0.01661796
7,0.01791163,0.007991301,0.003753011,0.02313018,0.003687087,0.001120992,0.01672083
8,0.01795449,0.008009631,0.003760973,0.02360044,0.003708339,0.001130883,0.01679837
9,0.01798909,0.008023844,0.003767098,0.02421701,0.003724719,0.001139965,0.01683602
10,0.01801717,0.008034629,0.003771508,0.0250174,0.003736874,0.001148346,0.0168402
11,0.01803919,0.008042227,0.003774204,0.02603989,0.003745105,0.001156085,0.0168161
12,0.0180492,0.008043228,0.00377364,0.02727992,0.003747833,0.001162677,0.01674918
13,0.01716946,0.00764694,0.00358391,0.02646199,0.003530495,0.001115638,0.01585018
14,0.01716578,0.007642136,0.003578798,0.02831691,0.00348653,0.001119317,0.01574015
15,0.01715682,0.007634658,0.003572287,0.03027283,0.003440531,0.001122426,0.01561979
16,0.01714963,0.007628086,0.003565952,0.03227317,0.003394545,0.001125505,0.01550739
17,0.01714357,0.007622187,0.003559568,0.0343059,0.003349241,0.00112851,0.01541049
18,0.01713841,0.007616306,0.003552764,0.03630329,0.003305197,0.001131346,0.01532919
19,0.01713774,0.007611909,0.00354631,0.03819428,0.003263588,0.001134269,0.01526721
20,0.01713876,0.007607468,0.003539704,0.039946,0.003223224,0.001137085,0.01520896
21,0.01714092,0.007602966,0.003533119,0.04154692,0.003183213,0.001139814,0.0151458
22,0.01714437,0.007599051,0.0035269,0.04304681,0.003143245,0.001142567,0.0150797
23,0.01714236,0.007592517,0.003519618,0.04449283,0.003101452,0.001144855,0.01499555
24,0.01714123,0.007586846,0.003512821,0.04589598,0.003059796,0.001147201,0.01491379
25,0.01489654,0.006581548,0.003034904,0.04065942,0.002559289,0.001017049,0.01280255
26,0.01487976,0.006571988,0.003025943,0.04287815,0.002500795,0.001017694,0.01272781
27,0.01486416,0.006563141,0.003017266,0.04488178,0.002444009,0.001018347,0.01266158
28,0.01484882,0.006554346,0.003008578,0.04666747,0.002388664,0.001018917,0.01259785
29,0.01483614,0.006546994,0.003000473,0.04824363,0.002335273,0.001019637,0.01254342
30,0.01482274,0.006539219,0.002992143,0.04963984,0.002282958,0.001020222,0.01248706
31,0.01480898,0.006531022,0.002983662,0.05018529,0.002231439,0.001020704,0.01242539
32,0.01479498,0.006522432,0.002975113,0.05062404,0.002180426,0.001021092,0.01235563
33,0.01477814,0.006512058,0.002965952,0.05104011,0.002129094,0.001021178,0.01226825
34,0.01475916,0.006500378,0.002956422,0.05143315,0.002077552,0.001021038,0.01216653
35,0.01473969,0.006488608,0.002946975,0.05180876,0.002026404,0.00102087,0.01206389
36,0.01471846,0.006476329,0.002937317,0.05216284,0.001976236,0.001020562,0.0119693
37,0.01663,0.007326295,0.003332056,0.05802954,0.002269147,0.001132619,0.01360799
38,0.01662119,0.007318819,0.003324136,0.05836575,0.002224047,0.001131628,0.01354892
39,0.01661977,0.007314787,0.003317645,0.05873067,0.002184487,0.001131161,0.01353496
40,0.01662577,0.007314207,0.003312633,0.05913869,0.002151125,0.00113123,0.01356911
41,0.01664013,0.007317658,0.003309476,0.05961,0.002124408,0.001131909,0.01365243
42,0.01665994,0.007323707,0.003307791,0.06001119,0.002102402,0.001132934,0.01376021
43,0.01668283,0.007331447,0.003307386,0.06006611,0.002081875,0.00113415,0.01385997
44,0.01670751,0.007340471,0.003308084,0.05982918,0.002060661,0.001135519,0.0139361
45,0.01672758,0.007347704,0.003308353,0.05947614,0.002036067,0.001136623,0.01396779
46,0.01674194,0.007352548,0.003307707,0.05922869,0.002007969,0.001137413,0.01396071
47,0.01675211,0.007355959,0.003306331,0.0592423,0.001977724,0.001138034,0.01393607
48,0.01675614,0.007356635,0.00330358,0.0595342,0.001946584,0.001138206,0.01390034
49,0.01475895,0.006465021,0.002882967,0.05453677,0.001587844,0.001020227,0.01206707
50,0.01474731,0.006459464,0.002877178,0.05629512,0.001547754,0.001018925,0.01201878
51,0.01473524,0.006453387,0.00287102,0.0579781,0.001508738,0.001017472,0.01196578
52,0.01472411,0.006447433,0.002864738,0.05957005,0.001471284,0.001015963,0.0119141
53,0.01471439,0.006441658,0.002858349,0.06079326,0.001435568,0.001014415,0.01186546
54,0.01470574,0.006435683,0.002851713,0.06124136,0.001401334,0.001012792,0.01181759
55,0.01469682,0.00642874,0.002844602,0.0616717,0.001367896,0.001010981,0.01176024
56,0.01468625,0.006420301,0.002836924,0.0620821,0.001334545,0.001008923,0.01168473
57,0.01467403,0.006410841,0.002828941,0.0624732,0.001301089,0.001006712,0.01159461
58,0.01465833,0.006399802,0.002820385,0.06283688,0.00126741,0.001004273,0.01149216
59,0.01463979,0.006387626,0.002811386,0.06317246,0.001234068,0.001001634,0.01138711
60,0.01462114,0.006375619,0.002802438,0.0634903,0.001201707,0.0009989929,0.01128908
61,0.01528826,0.006669528,0.002929359,0.06545804,0.001259896,0.001038277,0.01179937
62,0.01527125,0.006659172,0.002914899,0.06563913,0.001234113,0.00103673,0.01172969
63,0.01525595,0.006649639,0.002900673,0.06581599,0.001210471,0.001035295,0.0116806
64,0.01524369,0.006641516,0.002886942,0.06599893,0.001189187,0.001034073,0.01165216
65,0.0152338,0.006634599,0.002873637,0.06619163,0.001169781,0.001033035,0.01163519
66,0.01522413,0.006628091,0.002860436,0.06639077,0.001151239,0.00103206,0.01161456
67,0.01521323,0.006621419,0.002847166,0.06659156,0.001132654,0.001031056,0.01157918
68,0.01519987,0.006613896,0.002833635,0.06678575,0.001113431,0.001029925,0.01152373
69,0.01518277,0.006604725,0.002819582,0.06696344,0.001093321,0.00102855,0.01144723
70,0.01516349,0.006594691,0.002805329,0.06712466,0.001072792,0.001027048,0.01136237
71,0.0151431,0.006584452,0.002791076,0.06726851,0.001052619,0.001025489,0.01128383
72,0.01512028,0.006572722,0.002776269,0.06738917,0.00103294,0.001023665,0.01120289
73,0.01519669,0.006607213,0.002778794,0.06783023,0.001010719,0.001024636,0.01122863
74,0.0151705,0.0065957,0.002760265,0.06800925,0.0009792827,0.001019445,0.01117117
75,0.01514572,0.006584551,0.002741927,0.06818428,0.000949923,0.001014314,0.01112355
76,0.01512261,0.006573869,0.002723821,0.06835869,0.0009225868,0.001009261,0.01108532
77,0.01510195,0.006564229,0.002706174,0.06853756,0.0008973088,0.001004378,0.01106105
78,0.01508058,0.006553916,0.002688318,0.06871096,0.000873598,0.0009994004,0.01103905
79,0.015058,0.006542569,0.002670179,0.06888149,0.0008508345,0.0009942711,0.01100707
80,0.0150348,0.006530633,0.002651999,0.06905311,0.0008285525,0.0009890591,0.01096132
81,0.01501182,0.006519096,0.002634129,0.06922635,0.0008066825,0.000983945,0.01091208
82,0.01498535,0.006506319,0.00261586,0.06937951,0.0007854206,0.0009786456,0.01086325
83,0.01495996,0.006494413,0.002597986,0.06952827,0.0007655572,0.0009734862,0.01083005
84,0.01493508,0.006482647,0.002580219,0.06967151,0.0007471771,0.0009683535,0.01080592
85,0.01510139,0.00656235,0.002601722,0.07030286,0.0007365246,0.0009758418,0.01097992
86,0.0150752,0.006556709,0.00258487,0.07049039,0.0007121371,0.0009719132,0.01100261
87,0.01504986,0.006551617,0.002568272,0.07067861,0.0006901458,0.00096811,0.01103735
88,0.015026,0.006547206,0.002552002,0.0708738,0.0006703084,0.0009644435,0.01107723
89,0.0150044,0.006543885,0.002536256,0.07108297,0.0006521609,0.0009609695,0.01111606
90,0.01498187,0.006539993,0.002520427,0.07129483,0.0006349015,0.0009574312,0.01113832
