"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,TL

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,3.537184,3.891774,3.606076,3.426202,3.427329,3.478325,3.825054,3.731374,3.754182,3.76507,3.483561,3.516427,3.982361,3.782999,3.687617,3.80289,3.857924,3.439197,3.642461,3.702753,3.410857,3.460662,3.3606,3.609693,2.986984,3.487558,3.536605,3.441086,3.4332,3.346103,3.204692,3.624181,3.660797,3.540294,3.459986,3.505562,3.394217,3.064029,3.348304,3.264789,3.275623,3.115062,3.488513,3.430416,3.400035,2.886396,2.890812,3.251951,2.868905,3.33437,2.875238,2.797447,2.694606,2.941765,3.337366,3.263283,2.838767,2.267032,2.23161,2.320213,2.285017,2.243012,2.650205,2.444475,2.791512,3.048031,2.446496,2.064641,2.05752,2.877133,2.011659,2.156614,2.049415,2.050092,1,1,1,1
1981,3.394986,3.751838,3.489171,3.257834,3.360122,3.358215,3.785202,3.639308,3.668439,3.64998,3.388343,3.445873,3.958055,3.704435,3.628564,3.73163,3.774601,3.302411,3.556129,3.648395,3.289289,3.301995,3.268291,3.467435,2.860262,3.397792,3.443633,3.351946,3.320106,3.274781,3.158949,3.59781,3.516364,3.445458,3.423153,3.423901,3.304981,2.973525,3.211838,3.119976,3.105492,2.988564,3.363623,3.322798,3.273765,2.765577,2.793285,3.128187,2.76633,3.253963,2.772589,2.695144,2.670911,2.822711,3.347961,3.166989,2.728604,2.133666,2.109416,2.224658,2.163151,2.119608,2.578501,2.360069,2.707568,2.874746,2.44174,2.061116,2.052914,2.916018,2.006968,2.128658,2.025854,2.042128,1,1,1,1
1982,3.376116,3.696601,3.363008,3.238894,3.343796,3.324291,3.783814,3.597618,3.633262,3.6139,3.350348,3.419595,3.948873,3.668885,3.632422,3.696136,3.727955,3.268107,3.542525,3.644177,3.30578,3.290328,3.293831,3.467675,2.811728,3.359334,3.432021,3.323876,3.267046,3.249374,3.144933,3.602312,3.472431,3.415718,3.319867,3.350137,3.277398,2.983374,3.165214,3.063057,3.041712,3.022051,3.336682,3.250574,3.211917,2.763228,2.747529,3.132674,2.748593,3.203189,2.751948,2.711145,2.720901,2.844745,3.188961,3.102621,2.758242,2.200371,2.232822,2.307943,2.224894,2.155194,2.625691,2.39833,2.756248,2.84542,2.456898,2.061219,2.051087,2.937725,2.009618,2.119743,2.03882,2.041075,1,1,1,1
1983,3.448407,3.78322,3.466303,3.341382,3.36099,3.393786,3.795434,3.634681,3.670601,3.662046,3.399084,3.433955,4.013126,3.696922,3.649942,3.701227,3.79073,3.344033,3.571341,3.654245,3.359533,3.368706,3.330246,3.527332,2.899138,3.395983,3.462905,3.36426,3.321455,3.285497,3.17599,3.601608,3.555638,3.437339,3.333443,3.384743,3.304555,3.030629,3.245385,3.150475,3.154513,3.086677,3.392672,3.312642,3.28118,2.83395,2.830426,3.204069,2.823601,3.249927,2.811093,2.772797,2.707723,2.902252,3.224788,3.178292,2.809034,2.24638,2.307165,2.330373,2.333983,2.159065,2.648124,2.448091,2.794644,2.999686,2.43799,2.060862,2.053638,2.914988,2.013606,2.143241,2.056812,2.049651,1,1,1,1
1984,3.392278,3.777364,3.509753,3.252841,3.356283,3.320814,3.797954,3.597939,3.646116,3.651159,3.358352,3.4266,3.9874,3.679375,3.670536,3.704983,3.780708,3.296282,3.564081,3.655561,3.278816,3.283841,3.250828,3.445158,2.844434,3.374932,3.43943,3.351014,3.304168,3.264458,3.159159,3.614573,3.513631,3.423264,3.338793,3.375857,3.31069,3.006539,3.212317,3.106645,3.065316,3.052845,3.371758,3.262935,3.229831,2.770616,2.760219,3.136934,2.764962,3.223667,2.773635,2.718019,2.708075,2.845579,3.257784,3.140145,2.748556,2.149567,2.149583,2.138238,2.161116,2.082438,2.591292,2.376783,2.719016,2.884313,2.454006,2.06162,2.052385,2.934774,2.00751,2.125724,2.027241,2.042043,1,1,1,1
1985,3.385023,3.714051,3.384461,3.257786,3.353466,3.329682,3.79584,3.580487,3.635405,3.622696,3.352352,3.418841,3.982241,3.662855,3.675224,3.682171,3.763994,3.282107,3.544408,3.652269,3.304815,3.306006,3.294572,3.468453,2.837214,3.361073,3.432738,3.336843,3.275479,3.257483,3.154491,3.620682,3.484889,3.404145,3.30477,3.373056,3.291515,2.993705,3.184992,3.096599,3.063802,3.057327,3.344592,3.257262,3.204736,2.771639,2.751598,3.145266,2.762836,3.205434,2.76737,2.713946,2.718134,2.844541,3.188829,3.111758,2.750031,2.209592,2.184947,2.28404,2.217037,2.152884,2.612542,2.405082,2.751945,2.880052,2.453563,2.060742,2.051604,2.927633,2.00994,2.126529,2.040084,2.044197,1,1,1,1
1986,3.363298,3.685313,3.345617,3.239422,3.349153,3.306646,3.782521,3.55436,3.610445,3.594209,3.325876,3.399421,3.964936,3.636815,3.670076,3.654918,3.743929,3.255984,3.527594,3.64153,3.299953,3.293529,3.289031,3.458124,2.817952,3.333168,3.412398,3.315712,3.241555,3.240118,3.144721,3.630127,3.465999,3.384851,3.263246,3.34605,3.266375,2.984601,3.156831,3.069095,3.038553,3.052353,3.31654,3.219383,3.1599,2.756442,2.722933,3.136415,2.744637,3.187567,2.746699,2.69839,2.712447,2.832074,3.162336,3.09927,2.737116,2.203969,2.208383,2.287672,2.228803,2.169269,2.598396,2.397609,2.745844,2.8627,2.446074,2.057596,2.048815,2.919806,2.009779,2.121125,2.039375,2.043655,1,1,1,1
1987,3.448605,3.760133,3.439847,3.324661,3.386505,3.388485,3.864203,3.629313,3.698781,3.693853,3.397939,3.45719,4.025597,3.704503,3.737796,3.738256,3.82981,3.355773,3.596601,3.69458,3.352665,3.351261,3.329554,3.504548,2.885456,3.412598,3.48543,3.368902,3.328718,3.28914,3.176911,3.692477,3.532179,3.467072,3.32639,3.413712,3.34442,3.038967,3.2347,3.163256,3.115959,3.153205,3.406866,3.302116,3.242075,2.808507,2.771096,3.189644,2.801512,3.225209,2.809348,2.755965,2.752294,2.891427,3.220718,3.131064,2.783928,2.227667,2.268502,2.298914,2.278079,2.157182,2.639939,2.445439,2.779988,2.926342,2.477196,2.066128,2.054787,2.941838,2.011975,2.134619,2.048523,2.045182,1,1,1,1
1988,3.478198,3.795724,3.498571,3.372682,3.379368,3.437382,3.901584,3.667373,3.740547,3.735852,3.431263,3.462092,4.053798,3.730428,3.754721,3.764252,3.908816,3.392293,3.616886,3.703205,3.37283,3.387841,3.341272,3.524196,2.933635,3.438061,3.506019,3.381372,3.366765,3.310433,3.197024,3.706016,3.563074,3.477542,3.386532,3.454755,3.353119,3.047711,3.266633,3.211556,3.185033,3.161136,3.431185,3.358217,3.286588,2.828549,2.811373,3.214503,2.823437,3.249181,2.83359,2.77123,2.739221,2.910331,3.26095,3.173864,2.793834,2.241081,2.268223,2.312366,2.29277,2.132514,2.630658,2.459428,2.775057,2.980196,2.470683,2.07004,2.059392,2.952346,2.012777,2.152877,2.052162,2.04989,1,1,1,1
1989,3.381009,3.721547,3.400041,3.26485,3.340687,3.317267,3.820868,3.554567,3.627099,3.622421,3.32197,3.369032,3.988111,3.644316,3.71753,3.678186,3.783742,3.278063,3.565102,3.658519,3.316816,3.310079,3.297674,3.473459,2.812251,3.326432,3.422942,3.303074,3.238627,3.23328,3.150103,3.697241,3.486396,3.387228,3.259362,3.332477,3.268563,3.015207,3.161638,3.069274,3.045123,3.097268,3.335155,3.197685,3.103496,2.768935,2.701903,3.154642,2.752899,3.173696,2.751132,2.729203,2.734046,2.859224,3.167578,3.11025,2.762121,2.229643,2.278536,2.223399,2.251219,2.163215,2.612673,2.421206,2.762551,2.909307,2.453866,2.056391,2.047304,2.954033,2.011952,2.117642,2.047554,2.045757,1,1,1,1
