"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,KemptonsQ

year,value
1980,11.70849
1981,12.64975
1982,11.77681
1983,12.05497
1984,11.87855
1985,11.86343
1986,11.49686
1987,11.53461
1988,11.34222
1989,10.71726
1990,10.19983
1991,10.02895
1992,10.54009
1993,10.43523
1994,10.62054
1995,10.4494
1996,11.15268
1997,10.43341
1998,9.545591
1999,9.844881
2000,9.612203
2001,9.291209
2002,9.059093
2003,9.044034
2004,8.89416
2005,9.366405
2006,9.052069
2007,9.547896
2008,8.63987
2009,8.557559
2010,9.968266
2011,8.928559
2012,10.22599
2013,8.973582
2014,9.458787
2015,9.431173
2016,10.31965
