"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:21 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,ConsumptionBiomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,19.01813,21.6441,20.70453,41.82175,4.050639,3.793636,3.187916,3.625013,3.46724,3.2041,6.322381,5.529561,8.613179,4.39,10.16156,5.29538,3.932021,7.22726,4.68642,4.575673,13.55594,3.952322,19.061,5.724009,5.271839,9.034854,3.905283,8.881433,4.027944,17.74789,4.397414,3.84996,5.197351,7.181583,17.55099,8.75792,3.67766,5.401164,6.907439,6.755401,7.972157,8.267129,10.29126,5.832422,6.538577,6.236907,6.829467,5.573575,6.87638,3.981204,6.387669,9.964902,9.777801,13.74132,1.619509,9.562264,12.19608,38.62943,19.10501,12.78939,11.79782,10.11,18.406,7.676814,8.505738,16.27093,18.11304,17.75828,18.02755,12.05813,10.06763,15.63572,75.51029,21.63045,0,0,0,0
1981,13.81882,10.97792,9.359447,30.85661,3.039019,3.065016,2.713461,2.883049,2.894217,2.592906,4.722013,4.342863,7.544218,4.296568,8.595636,4.501081,3.077837,5.836046,3.232931,3.613772,15.44625,3.108163,21.77637,4.564703,4.223162,9.146132,3.044345,9.351446,2.991613,18.28087,3.351281,3.133618,3.141743,5.16908,20.17761,7.941124,2.774769,3.426169,5.087373,5.236384,5.796877,6.507979,7.832385,4.585248,4.667005,5.368414,5.301729,4.327064,5.163103,2.871917,4.83706,7.700491,7.831297,9.966537,0.7594646,7.218787,9.354241,49.74327,20.36548,12.26272,13.11452,10.15085,14.43019,7.613035,7.498379,9.786963,19.00031,19.54115,19.39758,13.73536,9.053946,16.50641,83.77944,23.0568,0,0,0,0
1982,12.08206,9.541226,9.719149,26.31045,2.674189,2.763275,2.471672,2.63397,2.614338,2.351249,4.333233,3.970407,7.538055,4.237721,8.113852,4.131805,2.876841,5.771701,2.84071,3.465818,14.08908,3.16049,20.4113,4.665343,4.237971,9.150178,2.887897,9.097408,2.876107,18.15803,2.904047,3.058923,2.749974,4.211006,18.06444,7.465387,2.567484,3.380297,4.728337,4.95385,5.254607,5.920074,6.826937,4.060104,4.146836,5.404074,5.002204,4.338832,4.669297,2.826065,4.599792,7.503848,7.343059,9.783611,0.9151717,9.029517,9.106094,43.26119,21.37325,11.12474,13.13656,9.426011,12.97063,8.199528,7.730372,11.1706,17.21951,17.57819,18.10569,13.52252,7.211136,15.05214,64.61642,20.75624,0,0,0,0
1983,17.5438,18.29029,20.39804,37.48755,3.59262,3.575279,2.968971,3.548725,3.167458,2.879091,5.491035,5.415454,8.556946,4.316639,10.38653,4.64951,3.053932,7.881752,4.11461,4.734733,13.92404,4.161572,20.01579,6.038523,5.509613,9.810056,3.753652,9.394041,3.82086,19.08426,4.239496,4.40589,4.439295,5.609107,18.47221,9.057283,3.643471,5.540245,7.074472,6.802659,7.729193,8.509124,9.115207,5.544922,6.253227,6.690197,7.171015,6.039409,6.989379,3.987709,6.230511,10.56816,10.4964,14.47361,1.871318,12.80981,12.77034,42.03927,22.89881,16.41847,15.6531,11.33538,18.84996,9.220626,9.691542,19.20271,19.63381,19.80178,20.40632,14.71583,10.50421,16.98381,82.8071,22.56766,0,0,0,0
1984,13.15556,12.41998,10.58901,31.12535,2.884255,2.944521,2.633571,3.141946,2.752694,2.495284,4.314114,4.395855,7.363124,4.245081,9.496142,4.232645,2.743288,6.445078,3.119947,4.062661,14.7827,3.138799,21.16512,4.58799,4.465446,8.692719,3.006385,8.85459,3.009296,16.8231,3.196132,3.454924,3.140792,4.297043,18.7673,7.352446,2.75195,3.378474,5.397409,5.526966,6.073662,6.928246,7.266777,4.745634,4.779345,5.058045,5.235762,5.51812,4.723998,3.071162,4.641609,7.424,7.477689,8.930804,0.7523377,8.110209,8.659926,46.32116,17.77143,15.14839,11.23268,9.18135,12.6446,7.431173,6.39782,8.648885,17.19306,17.86811,17.76787,13.43214,7.752401,15.1428,71.8843,21.23949,0,0,0,0
1985,13.47693,10.96993,11.20924,29.83322,2.910547,3.005139,2.68636,3.22104,2.799286,2.50461,4.400731,4.695694,7.148409,4.234291,10.38526,4.273687,2.620546,6.9088,3.259829,4.355489,14.29751,3.290913,20.87333,4.810079,4.522129,9.458509,3.144566,9.350959,3.088018,18.33118,3.450388,4.157529,3.209097,4.205239,18.70555,7.616198,3.018056,3.854214,5.595795,5.633892,6.123377,7.267551,7.387508,4.761822,5.215446,5.337731,5.686085,5.232281,5.131761,3.216784,4.754935,8.043433,8.166741,10.06437,1.043626,10.14536,9.354728,43.40318,20.97168,12.70039,12.10078,10.81007,13.86929,7.577564,7.406793,12.38061,17.83367,18.22381,18.70697,13.27956,8.152476,15.40355,71.94257,21.14237,0,0,0,0
1986,13.42348,10.53444,11.07305,29.55962,2.843884,2.971536,2.674134,3.248545,2.767322,2.506944,4.510843,4.780385,6.879956,4.21483,11.32459,4.26927,2.547062,7.150248,3.409502,4.556407,14.80038,3.362458,22.2899,5.248031,4.598292,9.389252,3.188924,9.23208,3.123854,18.07872,3.521449,4.922759,3.386973,4.429082,18.93082,7.666489,3.121265,3.96906,5.618571,5.73711,6.156883,7.701608,7.324253,4.854572,5.458777,5.449379,5.921373,5.694464,5.223187,3.283436,4.767185,8.246745,8.356477,10.24806,1.059954,10.86436,9.472207,43.3404,20.24756,14.42387,14.07234,11.14522,13.91813,7.774166,7.584144,13.03886,18.30386,18.26995,19.42139,13.1814,8.43314,15.7533,74.25066,21.54189,0,0,0,0
1987,13.47791,11.99219,12.1594,28.78707,2.674423,2.938107,2.690188,3.309434,2.774475,2.561899,4.703735,4.649548,6.885029,4.21016,12.92679,4.34793,2.538462,7.159382,3.82855,4.53541,13.79074,3.385389,20.8498,5.220751,4.275144,8.913014,3.08062,8.766887,3.009824,17.10673,3.414291,5.726521,3.52594,4.841695,17.81011,7.399549,3.087615,3.873726,5.518191,5.491015,5.854717,7.599957,7.306862,4.736983,5.501009,4.90476,5.490181,5.822401,4.824381,3.241203,4.359348,7.591301,7.654219,9.497889,1.09198,10.28837,8.648364,41.63412,19.58344,11.49984,12.2742,8.408191,12.45844,6.682016,6.68373,12.21339,15.7758,16.79037,16.65964,12.82051,6.933234,13.51207,58.88539,19.4459,0,0,0,0
1988,14.87968,13.97833,14.21933,32.62515,2.775764,3.135513,2.909511,3.721019,2.998895,2.853599,5.176769,5.129826,7.217903,4.22848,14.85127,4.666385,2.555369,7.773651,4.697375,4.810957,14.40272,3.503702,21.31683,5.389311,4.478044,9.584104,3.172207,9.323524,3.134441,18.11895,4.056003,7.678277,4.078697,5.881928,18.83582,8.073524,3.486822,4.535826,6.357179,6.038555,6.757887,8.771312,8.250048,5.431248,6.567791,5.290104,6.389484,5.917904,5.763404,3.746249,4.728343,8.620296,9.275944,11.02387,1.269454,11.31132,9.93853,46.39532,20.91182,14.43495,13.86396,11.5301,15.06642,7.069659,7.485962,14.65567,18.43039,21.60685,19.54844,15.79011,9.414258,15.71944,80.74171,22.20679,0,0,0,0
1989,12.87485,12.42833,13.68404,28.79631,2.449414,2.865016,2.673941,3.393434,2.710436,2.561925,5.159966,4.583727,6.464712,4.197474,13.3037,4.33286,2.503356,7.340218,4.357081,4.534347,14.78652,3.298486,21.26995,4.976471,4.691896,9.382023,3.03019,9.258087,3.195641,18.18012,3.338781,7.629453,3.412558,6.119654,18.91813,7.54407,3.027025,4.283828,5.630438,5.73045,6.132667,7.967087,7.067357,4.891376,5.786278,5.613453,6.114031,5.829033,5.201478,3.895293,4.858484,8.627319,8.647914,10.27999,1.248575,13.35101,9.643612,39.87063,19.76713,15.22818,12.31999,10.15317,13.72658,8.427261,8.172524,13.48783,18.71499,23.16877,19.69569,17.04148,8.227616,16.20014,70.69093,20.72788,0,0,0,0
