"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,FeedingTime

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,1,1,1,1,1,1,1,1,1,1,1,1,0.8650027,1,1,1,0.8643353,1,1,1,0.7190369,1,0.7215528,1,1,0.7794144,1,0.8029156,1,0.782492,1,1,1,1,0.8080079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1981,1,1,1,1,1,1,1,1,1,1,1,1,1.222023,1,1,1,1.499042,1,1,1,1.175924,1,1.032617,1,1,1.294131,1,1.184475,1,1.291379,1,1,1,1,1.665464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.320548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1982,1,1,1,1,1,1,1,1,1,1,1,1,1.923981,1,1,1,2,1,1,1,1.099644,1,0.9164371,1,1,1.857863,1,1.489216,1,1.550528,1,1,1,1,1.256824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.182214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1983,1,1,1,1,1,1,1,1,1,1,1,1,1.857455,1,1,1,2,1,1,1,0.7375626,1,0.598727,1,1,1.411413,1,1.092896,1,1.098851,1,1,1,1,0.9225674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.883698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1984,1,1,1,1,1,1,1,1,1,1,1,1,1.960427,1,1,1,2,1,1,1,1.147264,1,0.899254,1,1,1.418407,1,1.323193,1,1.114114,1,1,1,1,1.171792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.609045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1.024906,1,0.8736187,1,1,1.550902,1,1.355903,1,1.154718,1,1,1,1,1.052516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.293891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1.041045,1,0.8156634,1,1,1.639783,1,1.381016,1,1.097972,1,1,1,1,0.9109954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.112406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0.9327719,1,0.6866741,1,1,1.556037,1,1.37176,1,0.9915085,1,1,1,1,0.8077059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0.9120874,1,0.6652613,1,1,1.492646,1,1.277545,1,0.9241247,1,1,1,1,0.9377812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.261949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1.151035,1,0.8837876,1,1,1.621896,1,1.529161,1,1.094151,1,1,1,1,1.045846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.112943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
