"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,0.1728529,0.168982,0.1601983,0.2621648,0.1302583,0.3258727,0.2738418,0.2350892,0.3084037,0.3146175,0.4282562,0.5334921,0.44731,0.4973777,0.8934903,0.4118241,0.117725,0.7949326,0.3947954,0.6722004,1.135218,0.2049779,1.879065,0.472353,0.5170772,0.5216028,0.3637526,0.394328,0.3261007,0.2764972,0.1008587,0.3358496,0.2857153,0.6286904,0.8813832,1.985313,0.3236997,0.49877,0.6756583,0.6287179,0.6844398,0.759691,1.086284,0.745487,0.8799352,1.152747,1.060147,0.4241464,1.384147,0.3130752,0.488564,0.9719741,1.558424,1.626657,0.1644198,0.9746612,1.210145,1.59773,1.599761,1.739175,1.586795,1.628111,1.912939,0.8250601,1.494008,3.04986,3.778279,5.297155,3.385306,2.392344,1.761078,2.856907,14.87837,5.862395,24.23525,23.2122,151.5786,0
1981,0.1674739,0.1653636,0.1612376,0.2572872,0.1247469,0.3249817,0.2757303,0.4313271,0.3084745,0.3232855,0.4773694,0.5769756,0.5795538,0.4994922,1.206127,0.4739321,0.1310945,0.8524011,0.3342794,0.6396005,1.782883,0.2031422,2.826527,0.5182146,0.5109125,0.665992,0.3532932,0.5241749,0.3264242,0.412547,0.1606755,0.8649754,0.4099894,0.3851934,1.60769,1.962025,0.3403613,0.5045903,0.6750794,0.6455545,0.7021148,0.8150033,1.047738,0.7559185,0.9440334,1.114692,1.12116,0.5036263,1.370667,0.3626517,0.5317045,0.888974,1.568006,1.571029,0.1672166,1.012659,1.129539,2.473922,1.498727,1.548703,1.453831,1.505483,1.563147,0.8655441,1.458322,3.025347,3.60938,5.151198,3.286866,2.272119,1.539006,2.53488,8.93975,4.900522,28.80664,25.63515,153.521,0
1982,0.1479573,0.1492839,0.1593909,0.2370588,0.1074132,0.3165995,0.2722563,0.3799687,0.2947308,0.3161665,0.4369911,0.5208611,0.7346559,0.3559164,1.289705,0.4973969,0.1696844,0.830246,0.458312,0.7479971,1.599514,0.2015257,2.771927,0.554255,0.4595198,0.6874121,0.4023868,0.5155962,0.3121315,0.4382984,0.2298208,0.6251643,0.4863725,0.3712166,1.320022,1.868586,0.2883733,0.497723,0.6557645,0.5759751,0.687376,0.7548292,0.8819011,0.674511,0.8605621,0.9341619,1.010377,0.5275798,1.141597,0.3721536,0.521583,0.7877119,1.367169,1.26908,0.1630287,0.928704,0.9265218,1.864667,1.608551,1.697297,1.484365,1.55776,1.26403,0.7740158,1.215414,2.598919,3.484935,5.021719,3.248963,2.003771,1.443528,2.451229,9.066261,4.698731,27.57243,24.86503,149.6683,0
1983,0.1618391,0.1572743,0.1589348,0.2500332,0.1169963,0.3180606,0.2811438,0.5692813,0.3088796,0.3272799,0.4499422,0.5350555,0.810138,0.3993245,1.320285,0.5573058,0.1938484,0.914242,0.3820169,0.7034231,1.191549,0.2087505,2.286431,0.5156922,0.4969487,0.664748,0.434847,0.4615437,0.3203203,0.3647826,0.2141432,0.3460561,0.3385025,0.496353,1.070288,1.843027,0.3787322,0.495278,0.6780143,0.6112518,0.7027282,0.8154969,0.9410815,0.7380276,0.9641609,1.035923,1.053118,0.5841747,1.241353,0.3599178,0.4977357,0.9147515,1.537431,1.381811,0.1653212,1.06813,1.046672,1.215332,1.64322,1.759075,1.62318,1.588933,1.572224,0.7809412,1.32439,2.61099,3.55105,4.889181,3.225484,2.109823,1.634118,2.621465,12.03016,5.455629,26.4347,24.38171,158.9985,0
1984,0.1463868,0.1453086,0.1587873,0.2342444,0.1045601,0.31309,0.283316,0.4402326,0.3037307,0.3207223,0.4331952,0.5321019,0.6973121,0.3809477,1.381002,0.5681633,0.1848629,0.9044537,0.3497835,0.7165031,1.657764,0.2141239,2.852663,0.4846809,0.4596709,0.6476806,0.3103692,0.4705771,0.3087308,0.3223956,0.2023837,0.5143577,0.2836274,0.3030469,1.30106,1.680749,0.3713671,0.5153847,0.6786297,0.5884343,0.6906616,0.8560216,0.8600422,0.7125069,0.9447315,0.9712827,1.054423,0.5901628,1.136119,0.3792323,0.4610271,0.8170804,1.409253,1.259056,0.1621955,1.030977,0.9326307,2.817621,1.586005,1.995331,1.788992,1.826033,1.433355,0.755569,1.232721,2.832312,3.517273,5.355792,3.227715,2.114125,1.490628,2.516975,9.693112,4.821818,26.77945,24.27407,144.3873,0
1985,0.1503356,0.1469685,0.1587715,0.2379934,0.1047492,0.3156435,0.2924556,0.3934532,0.3110814,0.3712873,0.4740323,0.5351508,0.8085324,0.4056141,1.333016,0.5590342,0.2065789,0.9373898,0.4284827,0.7488313,1.560578,0.2046899,2.811803,0.4670548,0.4722384,0.7036386,0.4294136,0.4918228,0.304023,0.3461612,0.1811531,1.096102,0.5900987,0.3635543,1.249304,1.565496,0.4057602,0.5277732,0.565182,0.6089882,0.6726434,0.8891154,0.8776441,0.7623203,1.00014,1.002742,1.056512,0.5932607,1.17911,0.3781027,0.4582967,0.8518295,1.466035,1.277815,0.1618382,1.094279,0.9503996,2.070196,1.682234,1.629033,1.644737,1.660775,1.31504,0.7453079,1.258971,2.666067,3.516992,4.636411,3.239556,1.967815,1.51959,2.490208,9.789659,4.977162,26.88164,24.65639,148.1644,0
1986,0.1492597,0.1443769,0.1582706,0.2359114,0.1004456,0.3221785,0.3038169,0.4862995,0.3154674,0.4047174,0.5249819,0.5692355,0.7731544,0.3993722,1.562988,0.6564731,0.2453199,0.9345875,0.5811084,0.8185759,1.631153,0.2114783,3.42164,0.6793179,0.4699337,0.7059417,0.4118018,0.4935253,0.3335108,0.3292521,0.1534156,0.8516581,0.5071651,0.8530971,1.289386,1.556108,0.401838,0.539782,0.6221952,0.605464,0.6887772,0.9670549,0.8553396,0.7802578,0.9991099,0.9790729,1.098594,0.7795547,1.152941,0.3971433,0.4829737,0.8534696,1.456798,1.247774,0.1599544,1.103904,0.9313316,2.019873,1.535945,1.74902,1.410326,1.640952,1.262326,0.7678924,1.24258,2.615049,3.467306,4.79528,3.255124,1.924944,1.519785,2.46835,8.865312,4.943224,27.2494,24.66369,149.4749,0
1987,0.1491494,0.1419962,0.1575139,0.2346979,0.09686976,0.3156485,0.3163469,0.3923532,0.3059867,0.4081953,0.6582962,0.5670841,0.7598803,0.4168598,1.76286,0.6430704,0.2735159,0.9107897,0.7373218,0.7246103,1.451578,0.2004709,3.153681,0.5407788,0.4653078,0.6919431,0.3494471,0.4731258,0.2860109,0.2889111,0.1444266,1.383034,0.400422,0.717879,1.190425,1.537973,0.3830445,0.5464804,0.682313,0.5809023,0.6783741,0.8735557,0.8457649,0.7238972,1.01555,0.9541677,1.075328,0.6301057,1.142265,0.4652289,0.463021,0.8352962,1.486609,1.247073,0.1575927,1.136608,0.9287769,1.721003,1.732643,1.844408,1.777674,1.614522,1.34245,0.7425229,1.237266,2.675284,3.638543,5.9212,3.419486,2.498111,1.569582,2.561919,10.52678,5.117136,25.92167,24.58283,144.8598,0
1988,0.1658364,0.1516885,0.1581125,0.2504275,0.1049499,0.3267331,0.3363737,0.5316386,0.3244103,0.4046654,0.5586204,0.5969567,0.7948659,0.4639753,1.422803,0.6404097,0.2919777,0.98864,0.6852863,0.8141212,1.46967,0.2241811,2.998394,0.5809203,0.5118558,0.7738819,0.3803028,0.5077377,0.2937577,0.2925289,0.1766672,1.585008,0.4401472,0.8852756,1.260108,1.627439,0.4395096,0.5749136,0.668519,0.6397381,0.6834934,0.9733325,0.9354116,0.8192454,1.151883,1.066272,1.151541,0.5368581,1.304672,0.6274845,0.5297982,0.93594,1.752875,1.406218,0.1614852,1.322906,1.067545,1.820354,1.609692,1.798199,1.607306,1.713,1.541209,0.7982306,1.409142,2.855404,3.630522,5.899389,3.346057,2.821247,1.647565,2.6026,11.37226,5.289651,26.00844,23.70729,142.7878,0
1989,0.1418473,0.1343698,0.1560364,0.2259556,0.08692365,0.3150091,0.3416741,0.4899893,0.2984681,0.3609686,0.6368206,0.5192748,0.7475429,0.4495986,1.564286,0.6066818,0.270277,0.8530921,0.8465435,0.80668,1.703696,0.2241167,3.014629,0.5381661,0.4395224,0.6857772,0.3568993,0.4858157,0.4394891,0.2944371,0.1214458,1.784212,0.3799401,0.9886464,1.29483,1.55886,0.4077317,0.5334101,0.6364174,0.5452551,0.6313565,0.8082764,0.7961029,0.67682,0.9838431,0.8639297,0.9927818,0.5744718,1.037276,0.4911388,0.5300578,0.8046506,1.39575,1.144382,0.1534281,1.101252,0.8498867,1.853203,1.632189,1.858533,1.699099,1.734028,1.289699,0.7402614,1.142432,2.533625,3.323229,6.848197,3.163712,1.981994,1.466743,2.427079,9.491053,4.858336,25.58916,24.17269,142.6005,0
