"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:21 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,ConsumptionBiomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,16.64625,16.1431,16.68974,36.86159,3.825488,3.459903,2.99903,3.423177,3.218355,2.909547,6.158745,5.45123,8.927782,4.333631,9.687769,5.157212,3.851113,6.72183,4.377487,4.377383,15.4696,3.748454,21.36906,5.543731,5.147278,10.01707,3.856152,10.32377,3.988924,19.68013,4.340562,3.674697,4.518133,6.894118,19.06647,8.877431,3.721885,5.268298,6.490898,6.561737,7.32624,7.859823,9.542356,5.537977,6.239895,6.271043,6.861701,5.197315,6.849846,3.798676,6.53199,10.00632,9.965271,13.70017,1.513856,9.25999,12.1223,46.3581,23.99231,16.18452,14.52072,12.58724,18.98612,8.378039,8.886315,16.80007,21.01705,21.1145,20.93409,11.73066,11.1514,17.44751,88.60315,23.23716,0,0,0,0
2,17.42857,17.17922,18.73341,38.64256,3.939457,3.594158,3.060954,3.500243,3.297006,2.978173,6.374363,5.61034,8.868379,4.348932,9.89115,5.223296,3.888511,7.052538,4.542926,4.468263,15.28553,3.909018,21.05449,5.671335,5.481173,10.05634,3.953535,9.991123,4.131931,19.70029,4.483354,3.774922,4.68741,7.119162,19.20917,9.131938,3.84562,5.813834,6.881717,6.950144,7.819277,8.440647,9.896617,5.78548,6.559602,6.852227,7.449516,5.476748,7.470406,3.996927,7.017256,11.05125,11.07845,15.25358,1.759223,10.32964,13.39728,46.89339,26.13966,17.91334,16.23643,14.12835,21.24154,9.463749,9.992315,19.29449,22.7035,23.01,23.11089,12.61933,12.8526,19.4588,102.2403,25.73503,0,0,0,0
3,19.03862,19.48991,23.41346,42.2086,4.214338,3.854068,3.187601,3.678589,3.45411,3.118411,6.864265,5.985761,8.962541,4.379165,10.34568,5.377048,4.013399,7.726404,4.917197,4.695571,15.56907,4.236945,21.43097,5.97097,6.151895,10.44345,4.189352,10.16727,4.466651,20.35603,4.815928,4.020841,5.093659,7.634932,19.85015,9.69663,4.140584,7.051317,7.668211,7.72769,8.827062,9.55014,10.62981,6.28633,7.241409,8.014619,8.609791,6.060537,8.743329,4.459225,8.029222,13.06984,13.32944,18.44762,2.324192,12.69595,16.03989,49.7787,29.88916,21.09263,19.39315,16.93328,25.80669,11.43082,12.17547,24.91002,25.8903,26.08888,26.81137,14.25201,16.10231,22.83722,123.5342,29.20075,0,0,0,0
4,20.47165,22.30042,27.08973,45.34977,4.422759,4.072622,3.304111,3.833543,3.59096,3.260016,7.182152,6.206899,9.05178,4.405505,10.70335,5.497295,4.145414,8.169913,5.213028,4.896092,15.41327,4.48694,21.28111,6.266717,6.468637,10.48008,4.354359,10.11924,4.662643,20.5637,5.035606,4.221986,5.529642,7.953961,19.7131,9.919281,4.278571,7.717503,8.099233,8.062745,9.437424,10.04674,11.168,6.575146,7.620845,8.366534,9.000553,6.471877,9.188498,4.772474,8.376173,13.62861,13.86332,19.68772,2.654756,13.9164,17.01461,43.62846,27.57015,19.9476,18.4469,16.0424,26.79102,11.41922,12.6842,27.4136,24.77438,24.16339,25.45202,14.88695,15.78394,21.89148,109.5159,27.34374,0,0,0,0
5,21.56054,25.15719,28.95186,47.50872,4.556839,4.224868,3.397315,3.953943,3.702317,3.398017,7.312212,6.281911,9.098164,4.426908,10.91978,5.581693,4.259636,8.367493,5.389135,5.029959,14.70504,4.614367,20.42019,6.466274,6.490877,10.17012,4.421632,9.788279,4.716358,20.19126,5.130998,4.346246,5.934071,8.097412,19.03696,9.855675,4.280697,7.72222,8.258204,8.067225,9.646511,10.06159,11.50869,6.654283,7.747026,8.132487,8.848812,6.636425,9.014462,4.894156,8.213003,13.21903,13.25613,19.25488,2.665212,13.78502,16.64749,35.81157,23.72879,17.30463,16.02979,13.8216,25.48896,10.43217,11.96105,26.38039,22.23676,21.18381,22.47518,14.75338,14.0269,19.53192,94.43043,24.67098,0,0,0,0
6,21.77875,26.76294,27.79091,47.61374,4.518767,4.230446,3.41634,3.96737,3.731841,3.468565,7.125141,6.110665,9.009739,4.433481,10.86569,5.573465,4.275921,8.175259,5.319492,5.010914,13.60733,4.527702,19.04622,6.438152,6.111724,9.50062,4.326536,9.129856,4.551436,19.04306,4.99473,4.304124,6.096775,7.941082,17.87686,9.439677,4.097229,6.902972,7.952537,7.630239,9.283685,9.466084,11.43022,6.444427,7.465268,7.274157,8.013498,6.437058,8.126721,4.704895,7.458077,11.72357,11.47747,16.89594,2.288334,12.18641,14.75437,29.18546,18.95359,13.66738,12.62941,10.76227,21.81899,8.613092,10.13556,21.7557,18.8139,17.66951,18.55874,13.69569,11.18198,16.22199,77.82036,21.43166,0,0,0,0
7,21.32319,26.90511,24.97025,46.26271,4.376783,4.131416,3.377645,3.89944,3.697191,3.469596,6.773277,5.827111,8.822071,4.429783,10.6534,5.503176,4.20194,7.788771,5.103181,4.88681,12.6108,4.310778,17.81192,6.229357,5.586279,8.79073,4.139184,8.458619,4.280349,17.62601,4.724686,4.154746,6.021358,7.632851,16.78398,8.926593,3.843899,5.813183,7.453398,7.066874,8.67014,8.697165,11.10036,6.123579,7.010664,6.33041,7.040591,6.049781,7.105277,4.358256,6.571799,10.10904,9.669019,14.1773,1.785325,10.19585,12.56769,25.81422,15.27436,10.63738,9.818108,8.284659,18.07578,7.001383,8.286325,16.67069,16.08711,15.06407,15.49246,12.39889,8.809015,13.63278,64.10783,19.0221,0,0,0,0
8,20.54687,25.84438,21.99371,44.47161,4.213554,3.995808,3.313747,3.793464,3.632215,3.420875,6.420327,5.569763,8.599131,4.421994,10.4094,5.411592,4.072317,7.407755,4.862003,4.728425,12.04514,4.066351,17.16997,5.931863,5.167046,8.301602,3.945055,8.03757,4.025613,16.47273,4.445944,3.978102,5.780079,7.328167,16.14854,8.518143,3.622517,4.947656,7.023,6.646165,8.112656,8.130391,10.72042,5.861203,6.608816,5.692973,6.36749,5.670127,6.38414,4.021878,5.936304,9.077969,8.56986,12.26063,1.388892,8.631358,11.03471,27.7006,13.94146,9.13357,8.491304,7.138434,15.78412,6.212004,7.105291,12.94255,14.86397,14.17281,14.26007,11.48283,7.740759,12.6998,58.46925,18.5602,0,0,0,0
9,19.31822,23.69593,18.77159,41.92904,3.981907,3.795386,3.211863,3.627156,3.515004,3.30762,5.991779,5.253851,8.338058,4.405383,10.08868,5.27278,3.888714,6.944031,4.558485,4.518789,11.79797,3.772698,16.95349,5.559248,4.703409,7.913916,3.720527,7.740312,3.739708,15.51056,4.119081,3.753268,5.363952,6.940854,15.72927,8.106419,3.377273,4.170794,6.474662,6.161045,7.456022,7.487221,10.17385,5.557355,6.123269,5.077888,5.66651,5.237747,5.658514,3.651936,5.30037,8.006366,7.498565,10.48502,1.066033,7.28397,9.590618,31.52427,12.72143,7.805736,7.288713,6.096041,13.62274,5.423045,6.092216,9.920088,13.60407,13.16144,13.01308,10.55174,6.638556,11.63256,51.77075,17.78119,0,0,0,0
10,17.97129,21.19251,15.77103,39.2727,3.741792,3.582702,3.100923,3.446416,3.38311,3.172765,5.576623,4.948164,8.092293,4.385654,9.759753,5.123737,3.698575,6.497349,4.254967,4.301466,11.80899,3.489264,17.05611,5.190384,4.29102,7.661834,3.503791,7.586857,3.472945,14.86231,3.813163,3.527538,4.897541,6.554947,15.58722,7.768593,3.153574,3.54827,5.955171,5.725166,6.841021,6.912014,9.611297,5.274546,5.66352,4.588722,5.091291,4.838748,5.063628,3.31261,4.770827,7.136921,6.685658,9.103952,0.8183181,6.208805,8.450155,36.33194,12.12439,6.908328,6.489549,5.405031,12.00788,4.857369,5.34167,7.694752,12.75903,12.55005,12.21837,9.839328,5.854403,10.93005,46.73434,17.36831,0,0,0,0
11,16.81976,18.75518,13.34256,37.30691,3.549187,3.41268,3.007126,3.290907,3.272572,3.051686,5.266428,4.734272,7.898074,4.368323,9.486318,4.998967,3.532016,6.1743,4.008691,4.116307,12.0886,3.27108,17.47606,4.880003,4.069214,7.632239,3.338054,7.665673,3.285682,14.67889,3.595052,3.341801,4.465775,6.265806,15.83124,7.589626,3.002275,3.183686,5.625396,5.499156,6.446206,6.634321,9.17805,5.111255,5.352859,4.400236,4.85036,4.588577,4.791844,3.06588,4.523924,6.831109,6.472736,8.490279,0.6633635,5.522917,7.96181,46.96063,13.80905,7.260881,6.937325,5.76487,11.62479,4.945265,5.10318,6.439632,13.23954,13.55858,13.04726,9.699226,6.104912,11.69442,51.86321,19.12371,0,0,0,0
