"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:22 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,FeedingTime

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9687892,1,1,1,0.9924097,1,1,1,0.9531156,1,0.9504884,1,1,0.9593073,1,0.9372213,1,0.959033,1,1,1,1,0.9774377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9402934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,0.9459826,1,1,1,0.986365,1,1,1,0.9056641,1,0.9029555,1,1,0.9243686,1,0.8973106,1,0.9244452,1,1,1,1,0.9539472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8886833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,0.9261179,1,1,1,0.9766703,1,1,1,0.8484787,1,0.8474451,1,1,0.8834153,1,0.8616211,1,0.8862509,1,1,1,1,0.9179972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8034095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,0.9024225,1,1,1,0.9537482,1,1,1,0.7692387,1,0.7713229,1,1,0.8241706,1,0.8148736,1,0.8326293,1,1,1,1,0.8544484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6786636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,0.8748134,1,1,1,0.9153401,1,1,1,0.6858199,1,0.6912652,1,1,0.7606128,1,0.7653551,1,0.7715728,1,1,1,1,0.7797388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5966493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,0.8463323,1,1,1,0.8669385,1,1,1,0.6176853,1,0.6260824,1,1,0.7067716,1,0.72542,1,0.7163152,1,1,1,1,0.7136269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5755237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,0.8227245,1,1,1,0.8196517,1,1,1,0.5777192,1,0.5882735,1,1,0.6745739,1,0.7064558,1,0.6794153,1,1,1,1,0.672788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6459908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,0.8079635,1,1,1,0.7826036,1,1,1,0.5682845,1,0.5797292,1,1,0.6664059,1,0.7108231,1,0.6663053,1,1,1,1,0.6629515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8342723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,0.8028895,1,1,1,0.7598054,1,1,1,0.5849805,1,0.5952694,1,1,0.676965,1,0.7326236,1,0.6746359,1,1,1,1,0.6814036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,0.8083876,1,1,1,0.7540836,1,1,1,0.6276733,1,0.6338004,1,1,0.7064822,1,0.7713298,1,0.7040483,1,1,1,1,0.7309689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.502351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,0.8243445,1,1,1,0.766803,1,1,1,0.6976739,1,0.6955069,1,1,0.7545663,1,0.8253459,1,0.7543952,1,1,1,1,0.8157053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,0.8492664,1,1,1,0.797605,1,1,1,0.7921094,1,0.7764953,1,1,0.8153328,1,0.8866078,1,0.8208581,1,1,1,1,0.9350813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,0.9011067,1,1,1,0.853485,1,1,1,0.9542975,1,0.920692,1,1,0.9290888,1,1.010567,1,0.9419602,1,1,1,1,1.129808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,0.9590029,1,1,1,0.9305387,1,1,1,1.141092,1,1.069001,1,1,1.054633,1,1.127232,1,1.080586,1,1,1,1,1.374354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1.020365,1,1,1,1.027314,1,1,1,1.316624,1,1.191996,1,1,1.170331,1,1.213994,1,1.214428,1,1,1,1,1.63776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1,1,1.085174,1,1,1,1.145583,1,1,1,1.457402,1,1.276968,1,1,1.278864,1,1.273672,1,1.334117,1,1,1,1,1.901676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.923482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1,1,1,1,1.150588,1,1,1,1.283542,1,1,1,1.51965,1,1.298546,1,1,1.359566,1,1.295197,1,1.419247,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.616076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1,1,1.212524,1,1,1,1.436357,1,1,1,1.467122,1,1.236372,1,1,1.389954,1,1.269678,1,1.443413,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.238682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1,1,1.269234,1,1,1,1.598801,1,1,1,1.33305,1,1.121165,1,1,1.383531,1,1.218399,1,1.416799,1,1,1,1,1.963763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9739915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,1,1,1,1.319813,1,1,1,1.76683,1,1,1,1.173378,1,0.9949835,1,1,1.361827,1,1.167151,1,1.367307,1,1,1,1,1.845148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8108686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,1,1,1,1.366709,1,1,1,1.946053,1,1,1,1.037647,1,0.892332,1,1,1.353389,1,1.139256,1,1.325481,1,1,1,1,1.703264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7479765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1,1,1,1,1.413366,1,1,1,2,1,1,1,0.9475209,1,0.8270214,1,1,1.375071,1,1.143647,1,1.30978,1,1,1,1,1.578665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7817734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1,1,1,1,1,1,1.459406,1,1,1,2,1,1,1,0.8928244,1,0.7886261,1,1,1.410228,1,1.162045,1,1.312063,1,1,1,1,1.468184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8286077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,1,1,1,1.506991,1,1,1,2,1,1,1,0.8704834,1,0.7737063,1,1,1.463084,1,1.192858,1,1.331368,1,1,1,1,1.382941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9251156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1,1,1,1,1,1.622377,1,1,1,2,1,1,1,0.9403595,1,0.8449408,1,1,1.591812,1,1.353111,1,1.437696,1,1,1,1,1.351426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.043775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
