"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Infauna"

timestep\group,"Coastal omnivores","Mobile epifauna",Infauna,Phytoplankton,Detritus,
1,0.0001046051,0.003330467,0.04282139,0.4456032,0.5081404
2,9.426722E-05,0.003090285,0.04054013,0.4650529,0.4912225
3,8.100703E-05,0.002812252,0.03924946,0.4924325,0.4654248
4,8.415437E-05,0.003018808,0.04191165,0.4710551,0.4839303
5,9.500117E-05,0.003430125,0.04550678,0.437759,0.5132091
6,0.0001153185,0.004026893,0.04873151,0.3951262,0.5520001
7,0.0001394219,0.004593621,0.050046,0.3650555,0.5801655
8,0.0001524249,0.004720343,0.04751323,0.3671476,0.5804663
9,0.0001666315,0.004804389,0.04470961,0.3624126,0.5879068
10,0.0001772419,0.004763826,0.04182971,0.3628229,0.5904062
11,0.0001650398,0.004203686,0.0367272,0.3931111,0.565793
12,0.000196395,0.004618675,0.03742506,0.3461259,0.6116339
13,0.0001623482,0.003653108,0.03013153,0.4063231,0.5597299
14,0.0001160008,0.002591286,0.02455942,0.4829371,0.4897962
15,0.0001067361,0.00240787,0.02587476,0.4801092,0.4915014
16,8.955211E-05,0.002143785,0.02756488,0.5143806,0.4558212
17,7.367918E-05,0.001950487,0.0301532,0.5500323,0.4177904
18,7.401839E-05,0.002142218,0.03571342,0.5361205,0.4259498
19,8.251343E-05,0.002544762,0.04205225,0.5029451,0.4523754
20,9.99166E-05,0.003139304,0.04785343,0.4580572,0.4908502
21,0.0001215165,0.003764027,0.05133217,0.4228173,0.521965
22,0.0001199561,0.003674587,0.04675925,0.4430687,0.5063775
23,0.0001243327,0.003708392,0.04397938,0.4339086,0.5182793
24,0.0001064848,0.003178234,0.03796181,0.4680522,0.4907013
25,8.129204E-05,0.002443291,0.02917823,0.4949431,0.4733541
26,7.586449E-05,0.002334535,0.03031233,0.49955,0.4677272
27,7.365237E-05,0.002342444,0.03256584,0.4997548,0.4652633
28,7.888749E-05,0.002557968,0.03612834,0.4789056,0.4823293
29,7.804031E-05,0.002596515,0.03739075,0.485805,0.4741297
30,8.267166E-05,0.002774186,0.03927707,0.4714359,0.4864301
31,9.422198E-05,0.003125902,0.04212408,0.4434647,0.5111911
32,0.0001045149,0.003389711,0.04317763,0.4304872,0.522841
33,0.0001181143,0.003680045,0.04366002,0.4140227,0.5385191
34,0.0001233811,0.003682403,0.0413651,0.420394,0.5344352
35,8.823977E-05,0.002616668,0.03099244,0.5107388,0.4555638
36,7.173511E-05,0.002180343,0.02867697,0.5321015,0.4369694
37,7.075629E-05,0.002304877,0.03542884,0.5332283,0.4289671
38,7.038743E-05,0.00244714,0.03888372,0.5169137,0.441685
39,6.947781E-05,0.002580092,0.04152767,0.5103233,0.4454994
40,6.927836E-05,0.002721189,0.04332174,0.5045901,0.4492978
41,7.171137E-05,0.002927682,0.04501447,0.4929404,0.4590458
42,8.501669E-05,0.003449938,0.04854436,0.4502942,0.4976265
43,0.0001108235,0.00427895,0.05286121,0.3949947,0.5477542
44,0.0001470618,0.005247985,0.05598922,0.3487449,0.5898709
45,0.0001810345,0.005894602,0.05489854,0.3358355,0.6031903
46,0.0001622824,0.004897439,0.04290407,0.4028218,0.5492144
47,0.0001001532,0.002964559,0.02889631,0.5098905,0.4581485
48,9.10891E-05,0.002700029,0.02936501,0.4949534,0.4728905
49,8.333385E-05,0.002486822,0.02821243,0.4835414,0.485676
50,7.88066E-05,0.002414927,0.03058346,0.5008746,0.4660482
51,7.454558E-05,0.002365797,0.03263765,0.5143046,0.4506173
52,7.26046E-05,0.002398171,0.03512753,0.5198085,0.4425932
53,7.481967E-05,0.002552512,0.03814926,0.5119518,0.4472716
54,8.357943E-05,0.002881215,0.04182049,0.4867325,0.4684822
55,0.0001011711,0.003419015,0.04599969,0.4482291,0.502251
