"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:39 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Biomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,0.02070729,0.02070092,0.02072071,0.0146179,0.01281176,0.09476212,0.009018039,0.001515788,0.03803871,0.02748693,0.01980087,0.001802122,0.002957179,0.0004974969,0.006032515,0.00305405,0.01427678,0.06175676,0.02932491,0.01109059,0.0006336354,0.1425146,0.001223121,0.06385525,0.03389062,0.002753289,0.01834199,0.003093119,0.0270442,0.0001828332,0.04923794,0.001403278,0.006787426,0.01265648,0.003014107,0.02023222,0.04302509,0.0727676,0.01536,0.01362162,0.0856294,0.1080867,0.03554653,0.02655011,0.0251673,0.1825611,0.257123,0.115325,0.1711251,0.007036251,0.05541217,0.1652971,0.02017595,0.1256966,0.01742343,0.04482034,0.6314164,2.087058,4.664789,2.093957,0.5188383,0.1476317,0.714229,0.2872025,0.07289787,1.030584,0.08298426,0.06391244,0.5123098,0.2394066,12.25104,18.19811,16.1909,18.30437,31.98065,158.8534,25.86075,102.5703
2,0.0207239,0.02071359,0.02076316,0.01464658,0.0128155,0.09499858,0.009039025,0.001532323,0.03809384,0.02748476,0.02012516,0.001805401,0.003121546,0.0004950421,0.006071025,0.003110148,0.01466515,0.06194444,0.02957633,0.01108646,0.0006628743,0.1444577,0.001275589,0.06499132,0.03393681,0.002817357,0.01861767,0.003150456,0.02745676,0.0001852966,0.04959135,0.001407104,0.006881063,0.01272617,0.00311848,0.02024781,0.0438627,0.07376692,0.01535223,0.01367336,0.08629233,0.108963,0.03567458,0.02665083,0.02539498,0.1833636,0.2605337,0.116327,0.1734677,0.007078286,0.0562682,0.1665387,0.02056651,0.1276575,0.01747135,0.04485437,0.6369188,2.364202,5.088315,2.236512,0.5544735,0.1554205,0.7317374,0.2894067,0.07354032,1.085826,0.08753749,0.06928541,0.5369681,0.2307574,12.72753,18.77944,18.97909,18.85446,39.62262,180.0319,30.50352,112.5791
3,0.02076125,0.02075262,0.02085784,0.01469871,0.01282546,0.09538998,0.009066514,0.00155066,0.03818483,0.0275066,0.02050996,0.001812404,0.003297041,0.000492677,0.006124558,0.00317049,0.01507418,0.06242345,0.02989443,0.01110106,0.000709114,0.1478164,0.00135306,0.06664367,0.03411829,0.002906499,0.01897236,0.003224317,0.02802916,0.0001890212,0.05009627,0.001412662,0.006990462,0.01283274,0.003299498,0.0205817,0.04501295,0.07536325,0.01541576,0.01379153,0.0874887,0.1106584,0.03598215,0.02686501,0.02577503,0.1864666,0.2670717,0.1177376,0.178676,0.007137103,0.05748113,0.1696993,0.02144597,0.132549,0.01757975,0.04541248,0.6520206,2.860307,5.86844,2.496462,0.6166537,0.1700029,0.7687237,0.2956366,0.07579307,1.209135,0.09633678,0.08003888,0.5902718,0.2255917,13.72742,20.156,25.79114,20.615,55.11994,198.7155,39.42628,131.2639
4,0.02082827,0.0208418,0.02104012,0.01478423,0.01284421,0.09598748,0.009103806,0.00157159,0.03832362,0.02756353,0.02097518,0.001823934,0.003487413,0.0004904257,0.006200977,0.003236368,0.01551518,0.06327185,0.0303161,0.01114872,0.0007630656,0.1522437,0.001437785,0.06884383,0.03444709,0.003005271,0.01938772,0.003302563,0.02870496,0.0001934322,0.05067062,0.001421216,0.007128747,0.0129874,0.003496642,0.02107932,0.04633093,0.0778405,0.01555411,0.01397138,0.08933254,0.1130975,0.03652303,0.02720756,0.02633753,0.1916707,0.2765047,0.1196952,0.1868236,0.007222705,0.05905857,0.1742194,0.02273028,0.1407836,0.01778155,0.04676277,0.677105,3.214191,6.56764,2.747552,0.6768195,0.1842092,0.8203686,0.3034789,0.07959109,1.454886,0.1068483,0.09228521,0.6534336,0.2240186,14.9495,21.65263,32.00883,22.04833,56.21808,188.8861,38.2421,137.9193
5,0.02092036,0.02099064,0.0212919,0.01489653,0.01287021,0.09674881,0.009150307,0.001594957,0.03850473,0.0276569,0.02149656,0.001838104,0.00369366,0.0004882744,0.006296164,0.003307258,0.01599212,0.06436505,0.03082649,0.01122464,0.0008094054,0.1572392,0.001499339,0.07146513,0.03483487,0.003097165,0.01983475,0.003370196,0.02942052,0.0001977525,0.05126787,0.001432334,0.007299549,0.01317474,0.003659554,0.02159643,0.04767834,0.08086721,0.01573956,0.01417687,0.09156978,0.1158165,0.03724489,0.02761798,0.02701951,0.1972909,0.2869869,0.1220134,0.1960439,0.007327348,0.06074676,0.1788262,0.02406485,0.1505113,0.01803546,0.04851684,0.7051405,3.30652,6.97973,2.920544,0.7198035,0.194357,0.8696706,0.309949,0.08363893,1.796439,0.1144454,0.09968324,0.695658,0.2234699,15.91728,22.48796,32.63526,22.09233,49.25089,172.1171,32.45096,132.7274
6,0.02102496,0.02118756,0.02155822,0.01502056,0.01289812,0.09757869,0.009201804,0.0016197,0.03870939,0.02777775,0.0220234,0.001851385,0.003913491,0.0004861729,0.006397935,0.003380918,0.01649785,0.06547084,0.03136466,0.01131088,0.0008324113,0.161799,0.001510687,0.07411346,0.03516485,0.00316146,0.0202595,0.003407196,0.03006766,0.0002007579,0.05178376,0.001444353,0.00749549,0.01336542,0.003729806,0.0219336,0.04884253,0.08376278,0.01591593,0.01435602,0.09378325,0.1181946,0.03802301,0.02800741,0.02769093,0.2011469,0.2955324,0.1243634,0.2035298,0.007433038,0.06221502,0.1818962,0.02497344,0.1583314,0.01825989,0.04997143,0.7257559,3.148147,6.973638,2.961767,0.7337174,0.1976758,0.8950141,0.312204,0.08619789,2.109003,0.1157992,0.09863453,0.6974973,0.2211249,16.2465,22.18815,26.77294,20.57486,36.57599,140.2836,23.8447,116.0964
7,0.02112643,0.02140238,0.02178479,0.01513841,0.01292251,0.09836843,0.009252591,0.001644388,0.03891292,0.02790764,0.02250765,0.001860935,0.004142598,0.0004840669,0.006493357,0.003454641,0.01701701,0.06638206,0.03186428,0.01138591,0.0008307121,0.1653004,0.001474877,0.07643053,0.03535453,0.003192733,0.02062774,0.003410068,0.03058708,0.0002018905,0.05217962,0.001455315,0.007699905,0.01353204,0.00370252,0.02201813,0.04972828,0.08595343,0.01603954,0.0144775,0.09562681,0.1198744,0.03872311,0.02831081,0.02824091,0.2021712,0.3003526,0.1264412,0.2075457,0.007522381,0.06326468,0.1828787,0.02526368,0.1619092,0.01839588,0.05062314,0.7329496,2.869063,6.653682,2.890204,0.7229928,0.1952923,0.8891644,0.3101504,0.08648816,2.255065,0.1115275,0.09106678,0.6650808,0.2152977,15.98644,21.02954,19.25709,18.31649,26.84293,115.7835,17.61101,96.72037
8,0.02121438,0.0216048,0.02195116,0.01524034,0.01294066,0.09905513,0.009298924,0.001668009,0.03909833,0.02802941,0.02293004,0.001866139,0.004377547,0.0004819263,0.006576174,0.003526737,0.01753564,0.06702635,0.03229481,0.01143744,0.0008144695,0.1676099,0.001416581,0.07820804,0.03540193,0.003199541,0.02093356,0.003389851,0.0309808,0.000201387,0.05246896,0.001464123,0.007896801,0.01366391,0.003615941,0.02189198,0.05035839,0.08734329,0.01610289,0.0145448,0.09700626,0.1209225,0.03927775,0.02852109,0.02864194,0.2008654,0.3018603,0.1281356,0.2083726,0.007588989,0.06393283,0.1824362,0.02509801,0.1615892,0.01844334,0.05046346,0.7286395,2.645364,6.234981,2.765466,0.7011226,0.1903963,0.8624968,0.3057589,0.08502293,2.221268,0.1046654,0.08165689,0.6194728,0.2064058,15.47287,19.64434,13.65446,16.31205,23.04838,115.574,15.64776,83.9933
9,0.02128193,0.02177444,0.02205583,0.01532133,0.0129507,0.09959617,0.009338488,0.001689758,0.03925161,0.02812904,0.02327921,0.001866565,0.004615609,0.0004797253,0.00664341,0.003595606,0.01804352,0.06736611,0.03264232,0.01146078,0.000791082,0.1684699,0.001353449,0.07926492,0.03531466,0.00318447,0.02116342,0.00335049,0.0312288,0.000199382,0.05262623,0.001470368,0.008075117,0.01375523,0.003487656,0.02154988,0.05069581,0.08802538,0.01609611,0.01455438,0.09787662,0.1213133,0.03964026,0.02863474,0.02887402,0.1976228,0.3002779,0.1294133,0.2063435,0.007632799,0.06426015,0.1807173,0.02454134,0.1580846,0.01842226,0.04967215,0.7152607,2.493856,5.744199,2.600548,0.6701328,0.1833765,0.8217521,0.2992658,0.08226435,2.066502,0.09619852,0.07160804,0.566687,0.1954937,14.77566,18.13819,9.239269,14.52332,18.60906,105.2571,13.23795,73.11682
10,0.02132453,0.02189866,0.02209868,0.01537749,0.0129517,0.09996385,0.009369745,0.001709118,0.03936352,0.02819722,0.02354902,0.001862078,0.004854808,0.0004774489,0.006692823,0.003660143,0.01853394,0.06738285,0.03289811,0.01145254,0.0007668592,0.1679727,0.001298435,0.07958911,0.03509879,0.003152941,0.02131771,0.003298088,0.03133862,0.0001962453,0.05266947,0.001473762,0.008226896,0.01380173,0.003343408,0.02103348,0.05076104,0.08807123,0.01601773,0.01450728,0.09822044,0.1210757,0.03978189,0.02864958,0.02892823,0.1928539,0.2960577,0.1302634,0.2018998,0.007653895,0.06428062,0.1780007,0.02369527,0.1521661,0.01834632,0.04837936,0.6950405,2.412734,5.236238,2.415669,0.634194,0.1751649,0.7734195,0.291299,0.07861453,1.843122,0.08710185,0.06182865,0.5118149,0.1832828,13.98424,16.64218,6.003974,12.9978,15.41215,97.94269,11.65513,64.5207
