"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:39 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Pelagic coastal piscivores"

timestep\group,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (1+yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (3+yr)","Red grouper (3+yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Vermilion snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders",Tilefish,Sardine-herring-scad,
1,0.005967167,0.005966471,0.005491127,0.009745513,0.01442813,0.01720017,0.0157174,0.002808357,0.03450726,0.01396562,0.006039789,0.002596946,0.02713753,0.000227156,0.002479083,0.01139592,0.02568873,0.004854803,0.005035491,0.0211109,0.01055031,0.007386189,0.0009053304,0.01317283,0.01246185,0.001367199,3.960758E-05,0.001858918,0.008224078,0.02499182,0.02005734,0.001903987,0.004935367,0.02340419,0.004348627,0.002606878,0.0195148,0.01050819,0.0002560935,0.001119916,0.001650761
2,0.005971138,0.005969775,0.005497764,0.009757301,0.01443424,0.0172253,0.01573875,0.002823007,0.03454088,0.01396955,0.006086247,0.002600026,0.02770784,0.0002267135,0.002487087,0.01140768,0.02571605,0.004863553,0.005056537,0.02111403,0.01055764,0.007403479,0.0009063231,0.01322746,0.01250778,0.001368026,3.96685E-05,0.001870978,0.008247732,0.02480107,0.01984849,0.001916598,0.004954845,0.0235024,0.004357662,0.002612476,0.01960362,0.01053687,0.0002577839,0.001123302,0.001658607
3,0.00597814,0.005976779,0.00551072,0.009776612,0.01444428,0.01726403,0.01576607,0.002839136,0.0345912,0.0139798,0.006140309,0.002605671,0.02852173,0.0002262991,0.002497963,0.01142023,0.02574626,0.004882905,0.00508273,0.02113473,0.01056543,0.00742088,0.0009090016,0.01328262,0.01255387,0.001368917,3.975364E-05,0.001884869,0.00828257,0.02461035,0.01966112,0.00193594,0.004988124,0.02367971,0.004376836,0.00262322,0.01974495,0.01062535,0.0002608128,0.001127919,0.001677572
4,0.005982109,0.005983836,0.005527541,0.009794184,0.01444311,0.01729847,0.01578366,0.002853933,0.03462121,0.01398218,0.006195484,0.002610827,0.02943533,0.0002256641,0.002509815,0.01142098,0.02574638,0.004907494,0.005110513,0.02115943,0.01056196,0.007430035,0.0009118521,0.01332351,0.01258627,0.00136835,3.983185E-05,0.001899807,0.008319275,0.02425178,0.01947476,0.001961179,0.005028907,0.02387794,0.004401607,0.002635404,0.01991193,0.01073625,0.0002643841,0.001133004,0.001702182
5,0.005989925,0.005998799,0.005552533,0.0098206,0.01444702,0.01734781,0.01580972,0.002870674,0.03467191,0.01399428,0.006256965,0.002617968,0.03028476,0.0002250703,0.002524982,0.01142312,0.02573696,0.004940735,0.005144637,0.02120936,0.01055972,0.007439626,0.000915562,0.01336569,0.01261969,0.001367929,3.994423E-05,0.001918173,0.008365741,0.02354519,0.01931396,0.001991305,0.005079155,0.02410475,0.004436079,0.002650759,0.02011697,0.01085819,0.0002683307,0.001139399,0.001729415
6,0.005998988,0.00601935,0.005578782,0.009849512,0.01445129,0.01740096,0.01583843,0.002887992,0.03472952,0.01401155,0.006316877,0.00262432,0.03101701,0.0002244724,0.002540819,0.01142454,0.02571046,0.004973366,0.005179703,0.02126595,0.0105574,0.007448685,0.0009184672,0.01340738,0.01265241,0.001367464,4.00642E-05,0.001938623,0.008411762,0.02266452,0.01917836,0.002018628,0.00512712,0.02429487,0.004472124,0.002664775,0.02031116,0.01093551,0.0002713692,0.001145686,0.001747859
7,0.006013081,0.006047403,0.005606622,0.009885778,0.01446643,0.01746679,0.01588037,0.002907519,0.03481734,0.01404323,0.006376631,0.002630977,0.031711,0.0002240617,0.00255788,0.01143524,0.02569266,0.005004979,0.005216641,0.02133351,0.01056459,0.007464048,0.0009209378,0.01346072,0.01269582,0.001368179,4.020788E-05,0.001961146,0.008459595,0.02190317,0.01908741,0.002041538,0.005171665,0.02445103,0.004508796,0.002678138,0.02048953,0.01096686,0.0002733642,0.001152022,0.001756549
8,0.006028477,0.00607685,0.005630428,0.009922601,0.01448519,0.01753348,0.01592644,0.002927387,0.03491513,0.01408018,0.006431459,0.002636344,0.03253248,0.0002237431,0.002573947,0.01145061,0.0256834,0.005030726,0.005250929,0.02139253,0.01057725,0.007482944,0.0009224602,0.01352062,0.01274498,0.001369524,4.034471E-05,0.001983315,0.008502548,0.02155676,0.01903495,0.002057751,0.005208238,0.0245671,0.00454081,0.002689268,0.02063322,0.01095269,0.0002742899,0.001157421,0.001755446
9,0.006037246,0.006098349,0.005642759,0.009946187,0.01449061,0.01757613,0.01595679,0.002943675,0.0349766,0.01410282,0.006471887,0.002636652,0.03359999,0.0002232671,0.00258528,0.01145806,0.02566583,0.00504188,0.00527518,0.0214125,0.01058406,0.007497371,0.0009214566,0.01357254,0.01278622,0.001370016,4.042204E-05,0.002001739,0.008527307,0.02175351,0.01900069,0.002064383,0.005228069,0.02460101,0.004558801,0.002693946,0.02070381,0.01087562,0.0002736949,0.001160368,0.001741766
10,0.006043797,0.00611506,0.005648992,0.009964231,0.01449359,0.01760804,0.01598312,0.002958436,0.03502698,0.0141206,0.00650383,0.002634331,0.03500767,0.0002228044,0.002593967,0.01146644,0.02566696,0.00504356,0.005293743,0.02140951,0.01059327,0.007513149,0.0009191771,0.01362693,0.01282935,0.001370707,4.04706E-05,0.002017385,0.008541517,0.02246856,0.01899783,0.002065418,0.005237047,0.02458652,0.004566837,0.002695128,0.02072512,0.01076299,0.0002721604,0.001161997,0.001721175
