"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Catch

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,0,0,0,0,0,0.000758097,0.0001623247,8.185254E-05,0.001138832,0.0005222516,0.004138382,0.0002650096,0.0005736927,8.009699E-05,0.003389097,0.0009589718,0.001127866,0.01655847,0.004638394,0.002709709,7.665447E-05,0.006874471,0.001676861,0.008347305,0.0005312654,0.0006690196,0.004313964,2.401281E-05,0.006191167,1.585061E-08,0.001299012,0.000297495,0.0001779349,0.004527573,0.0009358288,0.009755563,0.01082557,0.0009059901,0.00217155,0.002290719,0.01940491,0.05026475,0.0003703064,0.002329015,0.005087942,0.01432586,0.07552481,0.004035503,0.000563253,4.099321E-05,0.002061474,0.002917805,8.047203E-05,0.0003275889,0,0,0.007669405,0.002633458,1.160379,1.311689,0.2593319,0.06449797,9.809788E-06,0.04300816,0.001709717,0.000160875,0.01375667,0.1262887,0.04216184,0.1961263,0.02831385,0.0344939,0.002119061,9.575087E-06,0,0,0,0
2,0,0,0,0,0,0.0007599886,0.0001627024,8.274543E-05,0.001140482,0.0005222104,0.004206159,0.0002654918,0.00060558,7.970177E-05,0.003410732,0.0009765864,0.001158547,0.01660879,0.004678162,0.002708699,8.019166E-05,0.006968203,0.001748792,0.008495814,0.0005319895,0.0006845875,0.004378804,2.445794E-05,0.006285612,1.606418E-08,0.001308336,0.000298306,0.0001780661,0.004552504,0.0009682348,0.009763079,0.01103632,0.0009184321,0.002170453,0.00229942,0.01955514,0.05067223,0.0003716403,0.002337851,0.00513397,0.01438883,0.07652662,0.004041445,0.0005709634,4.12381E-05,0.00209332,0.00293972,8.202981E-05,0.0003326993,0,0,0.007736239,0.002983159,1.265733,1.400988,0.2771435,0.06790076,1.005026E-05,0.04330766,0.001724785,0.0001694984,0.01451148,0.1369055,0.04419115,0.1890407,0.02941509,0.03559579,0.00248398,9.862842E-06,0,0,0,0
3,0,0,0,0,0,0.0007631199,0.0001631972,8.373566E-05,0.001143207,0.0005226253,0.004286582,0.0002665216,0.000639626,7.9321E-05,0.003440807,0.000995534,0.00119086,0.01673722,0.004728476,0.002712266,8.578553E-05,0.007130218,0.001855003,0.008711814,0.0005348342,0.0007062482,0.004462226,2.503134E-05,0.006416652,1.638707E-08,0.001321657,0.0002994844,0.0001784355,0.004590626,0.001024438,0.009924075,0.01132574,0.0009383071,0.002179434,0.002319292,0.01982626,0.05146067,0.0003748445,0.002356639,0.005210804,0.01463233,0.07844703,0.004055216,0.0005881066,4.158077E-05,0.002138445,0.002995511,8.553752E-05,0.0003454473,0,0,0.007919671,0.003609147,1.459791,1.563825,0.3082232,0.07427157,1.055826E-05,0.043903,0.00177762,0.000188747,0.01597017,0.158154,0.04857792,0.1848089,0.03172598,0.03820501,0.003375539,1.078378E-05,0,0,0,0
4,0,0,0,0,0,0.0007678999,0.0001638685,8.486585E-05,0.001147362,0.0005237071,0.004383813,0.0002682171,0.0006765582,7.895854E-05,0.00348374,0.00101622,0.001225699,0.0169647,0.004795173,0.00272391,9.231237E-05,0.007343777,0.001971158,0.008999424,0.0005399886,0.0007302485,0.004559915,2.563878E-05,0.00657136,1.676949E-08,0.00133681,0.0003012977,0.0001791176,0.004645954,0.001085648,0.01016402,0.01165735,0.00096915,0.002198993,0.002349537,0.0202441,0.05259497,0.0003804791,0.002386688,0.005324522,0.0150407,0.0812178,0.004073252,0.0006149242,4.207949E-05,0.002197129,0.003075299,9.066003E-05,0.0003669082,0,0,0.008224355,0.004055679,1.633719,1.721111,0.3382959,0.0804781,1.126759E-05,0.04411789,0.001866697,0.0002271091,0.01771271,0.1823523,0.05377597,0.1835202,0.03455037,0.04104182,0.004189309,1.153356E-05,0,0,0,0
5,0,0,0,0,0,0.0007739905,0.0001647055,8.612769E-05,0.001152784,0.0005254811,0.004492782,0.000270301,0.0007165702,7.861218E-05,0.003537217,0.001038479,0.001263377,0.01725781,0.004875903,0.00274246,9.791836E-05,0.007584743,0.002055547,0.009342086,0.0005460673,0.000752578,0.004665056,2.616384E-05,0.006735173,1.714403E-08,0.001352566,0.0003036548,0.0001798513,0.004712971,0.001136229,0.01041336,0.01199638,0.001006834,0.002225211,0.002384094,0.02075109,0.05385941,0.0003879991,0.00242269,0.005462393,0.01548173,0.08429674,0.004084231,0.0006452724,4.268914E-05,0.002259934,0.003156618,9.598298E-05,0.0003922604,0,0,0.008564884,0.004172179,1.736227,1.829477,0.3597806,0.0849115,1.194475E-05,0.04389411,0.001961634,0.0002804258,0.01897212,0.1969706,0.05725095,0.1830707,0.03678705,0.04262516,0.004271296,1.155658E-05,0,0,0,0
6,0,0,0,0,0,0.0007806296,0.0001656325,8.746382E-05,0.001158912,0.0005277772,0.004602891,0.000272254,0.0007592173,7.827383E-05,0.003594392,0.001061608,0.001303331,0.0175543,0.004961026,0.002763531,0.0001007015,0.007804694,0.002071104,0.009688281,0.00055124,0.000768201,0.004764955,2.645108E-05,0.00688332,1.740458E-08,0.001366177,0.0003062029,0.0001803578,0.004781181,0.001158041,0.01057594,0.0122893,0.001042885,0.002250147,0.002414221,0.0212527,0.05496532,0.0003961051,0.002456852,0.005598131,0.01578431,0.0868068,0.004083802,0.0006699121,4.330488E-05,0.002314557,0.00321081,9.960688E-05,0.0004126412,0,0,0.008815286,0.003972344,1.734712,1.855299,0.3667353,0.08636145,1.229283E-05,0.0432905,0.002021651,0.0003292173,0.01919655,0.1948984,0.05740231,0.1811496,0.03754793,0.04205688,0.003504037,1.076279E-05,0,0,0,0
7,0,0,0,0,0,0.0007869475,0.0001665466,8.879694E-05,0.001165005,0.0005302451,0.004704099,0.0002736583,0.000803664,7.793477E-05,0.003648001,0.001084758,0.001344343,0.01779862,0.005040053,0.002781862,0.000100496,0.007973591,0.002022011,0.009991175,0.0005542134,0.0007757997,0.004851563,2.647338E-05,0.007002231,1.750277E-08,0.001376621,0.0003085268,0.0001804331,0.004840786,0.001149569,0.01061669,0.01251216,0.00107016,0.002267622,0.00243465,0.02167047,0.05574648,0.0004033984,0.002483467,0.005709318,0.01586469,0.08822264,0.004073574,0.0006831303,4.38254E-05,0.002353607,0.003228153,0.0001007645,0.0004219655,0,0,0.008902662,0.003620195,1.655122,1.810471,0.3613748,0.08532012,1.221249E-05,0.04269514,0.002028458,0.0003520177,0.01848841,0.1799448,0.05473451,0.1763759,0.03694688,0.03986078,0.002520364,9.581427E-06,0,0,0,0
8,0,0,0,0,0,0.0007924411,0.0001673806,9.007248E-05,0.001170556,0.0005325588,0.004792379,0.0002744235,0.0008492441,7.759013E-05,0.003694528,0.001107395,0.001385316,0.01797137,0.00510815,0.002794453,9.8531E-05,0.008084993,0.001942088,0.01022353,0.0005549565,0.0007774541,0.00492349,2.631643E-05,0.007092363,1.745912E-08,0.001384254,0.000310394,0.0001801344,0.004887961,0.001122688,0.01055587,0.01267071,0.001087464,0.002276579,0.002445967,0.02198308,0.05623389,0.0004091764,0.002501912,0.005790392,0.01576222,0.08866552,0.004060324,0.0006858519,4.421346E-05,0.002378464,0.003220341,0.0001001038,0.0004211315,0,0,0.008850312,0.003337931,1.550969,1.732333,0.3504434,0.08318112,1.184622E-05,0.04236929,0.001994094,0.0003467419,0.01735084,0.1613512,0.05098109,0.1690914,0.03575996,0.03723517,0.001787092,8.532896E-06,0,0,0,0
9,0,0,0,0,0,0.0007967694,0.0001680928,9.124693E-05,0.001175145,0.0005344519,0.004865354,0.0002744862,0.0008954281,7.723577E-05,0.003732301,0.00112902,0.001425438,0.01806247,0.005163117,0.002800155,9.570167E-05,0.008126477,0.001855536,0.01036169,0.0005535885,0.000773792,0.004977554,2.601086E-05,0.007149137,1.72853E-08,0.001388403,0.0003117181,0.0001796092,0.004920627,0.001082858,0.01039091,0.0127556,0.001095956,0.00227562,0.002447579,0.02218032,0.05641564,0.0004129529,0.002511882,0.005837311,0.01550777,0.0882007,0.004046584,0.0006791732,4.44687E-05,0.002390641,0.003189999,9.788347E-05,0.000411998,0,0,0.008687807,0.003146758,1.428886,1.629026,0.3349537,0.08011428,1.12866E-05,0.04206515,0.001929395,0.0003225829,0.01594725,0.141495,0.04663695,0.1601521,0.0341486,0.03438032,0.001209234,7.597206E-06,0,0,0,0
10,0,0,0,0,0,0.0007997109,0.0001686554,9.229236E-05,0.001178495,0.0005357472,0.004921745,0.0002738264,0.0009418328,7.686926E-05,0.003760061,0.001149285,0.001464182,0.01806696,0.005203577,0.002798141,9.27713E-05,0.008102493,0.001780114,0.01040407,0.0005502045,0.0007661307,0.005013843,2.560405E-05,0.00717428,1.701337E-08,0.001389544,0.0003124376,0.0001789443,0.004937263,0.001038071,0.01014191,0.01277202,0.001096527,0.002264538,0.002439658,0.02225823,0.05630515,0.0004144283,0.002513184,0.005848269,0.01513355,0.08696111,0.004032951,0.000664547,4.45916E-05,0.002391403,0.003142046,9.450888E-05,0.0003965733,0,0,0.008442206,0.003044397,1.302529,1.513214,0.3169903,0.07652678,1.062276E-05,0.04183371,0.001843794,0.000287713,0.01443926,0.1221713,0.04212111,0.1501486,0.03231952,0.03154469,0.0007857989,6.799198E-06,0,0,0,0
