"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,0.1728554,0.168988,0.1602013,0.2621661,0.1302568,0.3258659,0.2738491,0.2350916,0.3084051,0.3146217,0.42826,0.5334711,0.4433355,0.4973619,0.8934734,0.4118187,0.1177476,0.7949474,0.3948533,0.6723806,1.135354,0.2049768,1.879107,0.4723238,0.5170822,0.5216638,0.3637437,0.3944325,0.3261047,0.2765603,0.1008588,0.3358551,0.2857278,0.6287002,0.8816732,1.985419,0.3237077,0.4964595,0.6756795,0.6287269,0.6844556,0.7594964,1.09918,0.7454582,0.8799582,1.152622,1.060149,0.4241585,1.383936,0.3130283,0.4885053,0.9719425,1.5583,1.626454,0.1644113,0.9743865,1.209834,1.597649,1.599752,1.739165,1.586786,1.628107,1.911715,0.8250042,1.493826,3.057967,3.781447,5.30065,3.389317,2.40456,1.761877,2.857101,14.87454,5.862396,24.23547,23.21241,151.5827,0
1981,0.1674717,0.1653651,0.1612388,0.257275,0.1247345,0.3249755,0.2757331,0.4313258,0.3084669,0.3232841,0.4773551,0.576834,0.5753756,0.4994269,1.206029,0.4738514,0.1312241,0.8521953,0.3344191,0.6400659,1.782603,0.2031057,2.826327,0.5179735,0.5108922,0.6662151,0.3532734,0.5244778,0.326414,0.4127664,0.1606736,0.864976,0.4100901,0.3852108,1.608553,1.962094,0.3403648,0.5039422,0.6750851,0.6455131,0.7020968,0.8143134,1.065442,0.7557524,0.944155,1.114176,1.121035,0.5036702,1.369809,0.3624654,0.5315043,0.8888213,1.567562,1.570141,0.167181,1.011227,1.128883,2.473955,1.498717,1.548696,1.45382,1.50548,1.560456,0.8653257,1.457625,3.02924,3.611227,5.152559,3.288963,2.278985,1.539651,2.534656,8.939264,4.900678,28.80671,25.63483,153.5303,0
1982,0.1479483,0.1492767,0.1593888,0.2370382,0.1073951,0.3165996,0.2722496,0.3799583,0.2947233,0.3161601,0.4369637,0.5205791,0.7368141,0.3558087,1.289505,0.4974647,0.1697271,0.8304877,0.4584179,0.7483883,1.598529,0.2014671,2.7714,0.5540165,0.4594502,0.6873822,0.4023731,0.5155843,0.3121192,0.4381622,0.229818,0.6251479,0.4865653,0.3712168,1.320624,1.868542,0.2883701,0.4988263,0.6557518,0.5758901,0.6873335,0.7539012,0.8955978,0.6742463,0.8601718,0.9335279,1.010021,0.5276298,1.140321,0.3718269,0.5213297,0.7876647,1.366724,1.26777,0.1629909,0.927756,0.9259665,1.864726,1.608548,1.697289,1.484364,1.557754,1.262784,0.7736776,1.214334,2.594181,3.484406,5.020039,3.247835,2.000609,1.443503,2.450689,9.066852,4.699001,27.57244,24.86639,149.6693,0
1983,0.1618266,0.1572624,0.1589309,0.2500105,0.1169751,0.3180499,0.28114,0.5692676,0.3088754,0.3272733,0.4499093,0.5346279,0.8108223,0.3991543,1.319959,0.5575402,0.1940086,0.9151368,0.3820457,0.7036454,1.19079,0.2086725,2.286075,0.5155078,0.4968773,0.6647025,0.4348429,0.4613591,0.3202973,0.3645279,0.2141412,0.3460417,0.3385478,0.4963104,1.070717,1.843009,0.3787301,0.4950033,0.6779943,0.6111627,0.7026848,0.8136919,0.9799814,0.737678,0.9635313,1.035046,1.052393,0.5842127,1.238191,0.3593707,0.4972216,0.9148471,1.537328,1.379735,0.1652683,1.067517,1.045399,1.215342,1.643215,1.759085,1.623181,1.588929,1.571078,0.7804201,1.322679,2.612256,3.552384,4.88932,3.226636,2.113113,1.634732,2.62169,12.03059,5.455995,26.43488,24.38183,158.9946,0
1984,0.1463709,0.1452926,0.158782,0.2342198,0.1045343,0.313087,0.2833054,0.4402154,0.3037262,0.3207153,0.4331619,0.5315061,0.6999648,0.3807048,1.380513,0.5685034,0.1851236,0.9059601,0.3497666,0.7166461,1.656238,0.2140137,2.852328,0.4844773,0.4596025,0.6476634,0.3103599,0.4703668,0.3087054,0.3222537,0.2023817,0.5143528,0.2836227,0.3030129,1.302819,1.68076,0.3713684,0.5165805,0.6786193,0.58837,0.6906283,0.8536384,0.8910685,0.7120538,0.9438511,0.9701075,1.053278,0.5901769,1.132022,0.3784133,0.4603835,0.8173435,1.409508,1.256072,0.1621162,1.030355,0.9311058,2.817494,1.586003,1.995346,1.789036,1.826037,1.43225,0.7548062,1.230202,2.827508,3.516992,5.35322,3.22651,2.110801,1.490741,2.516662,9.694342,4.822149,26.77952,24.27409,144.3836,0
1985,0.1503149,0.146946,0.1587642,0.2379676,0.1047187,0.3156352,0.2924435,0.393431,0.3110783,0.3712812,0.4739939,0.5343748,0.8132508,0.4052882,1.332361,0.5595757,0.2070777,0.9402389,0.4283369,0.7486917,1.559056,0.2045477,2.811559,0.4671496,0.4721881,0.7034165,0.4294077,0.4913963,0.3039787,0.3458749,0.1811515,1.09606,0.5900636,0.3634328,1.250963,1.565503,0.4057606,0.5290256,0.5651668,0.6088991,0.6726136,0.8856852,0.925384,0.7617304,0.9988975,1.001232,1.054821,0.593222,1.172783,0.3769735,0.4573645,0.8525433,1.46733,1.273801,0.1617327,1.094881,0.9481919,2.070242,1.682235,1.62906,1.644803,1.660802,1.314237,0.7442922,1.255603,2.661163,3.516688,4.633398,3.238092,1.963579,1.519772,2.490112,9.791198,4.977539,26.88176,24.65543,148.1566,0
1986,0.1492363,0.144349,0.1582615,0.2358858,0.1004091,0.3221699,0.3038025,0.4862728,0.3154629,0.4047131,0.5249438,0.5682542,0.7774363,0.3989478,1.562105,0.6570773,0.2459258,0.9379739,0.5808049,0.8181241,1.629185,0.2112988,3.421264,0.6793573,0.4699168,0.7052647,0.4118015,0.492946,0.333452,0.3288986,0.153415,0.8516153,0.5069202,0.851758,1.291919,1.55609,0.4018407,0.5415002,0.622189,0.6053681,0.6887569,0.9625161,0.9085908,0.7795241,0.9974653,0.9772066,1.096267,0.7793701,1.144446,0.3956364,0.4817466,0.8544057,1.45845,1.242587,0.1598081,1.10385,0.9283779,2.019894,1.535954,1.749061,1.410411,1.640993,1.261493,0.7665193,1.238206,2.6085,3.466714,4.791152,3.252952,1.918614,1.519931,2.46821,8.866944,4.943632,27.24957,24.66217,149.4652,0
1987,0.1491236,0.1419609,0.157502,0.234673,0.09682628,0.3156383,0.3163296,0.3923218,0.30598,0.4081916,0.6582634,0.5658993,0.7634344,0.4163273,1.761723,0.6437092,0.2742372,0.9147659,0.7368235,0.7238226,1.449473,0.2002531,3.153304,0.5408147,0.465335,0.6907013,0.3494513,0.4723761,0.2859417,0.2885545,0.1444281,1.38292,0.4000824,0.7158318,1.19352,1.537981,0.383045,0.5484113,0.6823187,0.5808001,0.6783661,0.8677535,0.9073995,0.7230324,1.013446,0.9519193,1.072291,0.6298748,1.130907,0.4632973,0.4614212,0.8365451,1.488891,1.240583,0.1574044,1.135841,0.9248486,1.721114,1.732662,1.844469,1.777826,1.614574,1.341706,0.7408297,1.231718,2.667616,3.637797,5.915007,3.416532,2.489887,1.56982,2.561939,10.53032,5.117499,25.92165,24.58026,144.8473,0
1988,0.1658119,0.1516497,0.1580978,0.2504013,0.1048944,0.3267115,0.3363599,0.5315992,0.3243999,0.4046687,0.5585815,0.5955011,0.7937644,0.4632921,1.421471,0.6410363,0.2929064,0.9937875,0.6846202,0.8130479,1.467054,0.223909,2.998007,0.5813897,0.5119361,0.7712888,0.3803076,0.5065778,0.2936621,0.2920119,0.176673,1.584816,0.4394097,0.8802206,1.264695,1.627543,0.4395063,0.5756404,0.6685579,0.6396162,0.6835081,0.964194,1.040378,0.81822,1.149091,1.063516,1.14767,0.5366566,1.285712,0.6249452,0.527072,0.9382925,1.757432,1.397931,0.1612273,1.321271,1.060797,1.820467,1.609728,1.798307,1.607511,1.713064,1.538453,0.7960107,1.402046,2.850884,3.630877,5.893515,3.343993,2.815752,1.648639,2.603332,11.37802,5.28999,26.00934,23.70597,142.7768,0
1989,0.1418257,0.1343279,0.1560203,0.2259377,0.08685536,0.3150048,0.3416503,0.489948,0.2984622,0.3609668,0.6368034,0.5174845,0.7503133,0.4487561,1.562517,0.6075087,0.2713509,0.8589599,0.8456925,0.8053014,1.699841,0.2237925,3.014189,0.5382337,0.4396621,0.6827654,0.356918,0.4846736,0.4394006,0.2939044,0.1214525,1.783899,0.3791414,0.9776194,1.301248,1.558746,0.40775,0.5363768,0.6365189,0.5451414,0.6313972,0.7995602,0.8632455,0.6755588,0.9806773,0.8605588,0.9880996,0.5741391,1.020663,0.4880539,0.5276575,0.8067732,1.399496,1.134666,0.1531285,1.099081,0.8442463,1.853309,1.632224,1.858653,1.699385,1.734167,1.28818,0.7375693,1.134125,2.523393,3.322865,6.839754,3.159951,1.972099,1.467223,2.426932,9.494981,4.858966,25.58932,24.17023,142.5827,0
