"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,TotalCatch

timestep,value
1,3.57069
2,3.798995
3,4.228689
4,4.640938
5,4.909072
6,4.944105
7,4.790135
8,4.561112
9,4.277006
10,3.970373
11,3.713233
12,3.392618
13,2.621928
14,2.583968
15,2.616667
16,2.795491
17,3.178826
18,3.570785
19,3.840054
20,3.915199
21,3.829262
22,3.72666
23,3.578153
24,3.487521
25,3.869267
26,3.844126
27,3.896892
28,3.940267
29,4.019006
30,4.052857
31,3.976664
32,3.811545
33,3.561621
34,3.28616
35,3.155599
36,3.162393
37,3.984639
38,4.275853
39,4.640142
40,5.069488
41,5.532655
42,5.798186
43,5.74649
44,5.41399
45,4.917941
46,4.450071
47,4.230308
48,4.096992
49,4.614094
50,4.536791
51,4.644088
52,4.960177
53,5.475522
54,5.901944
55,5.969496
56,5.663922
57,5.248532
58,4.972602
59,4.841403
60,4.86009
61,3.935058
62,4.192729
63,4.52318
64,4.870689
65,5.210721
66,5.372299
67,5.258589
68,4.929995
69,4.523119
70,4.216721
71,4.109095
72,4.005826
73,3.868347
74,3.931844
75,4.04108
76,4.157145
77,4.300564
78,4.352873
79,4.219296
80,3.946382
81,3.794609
82,3.769505
83,3.851887
84,3.913798
85,4.751096
86,4.94689
87,5.185691
88,5.294389
89,5.251638
90,5.050103
91,4.662651
92,4.195655
93,3.708446
94,3.296181
95,3.047141
96,3.055515
97,3.333216
98,3.886703
99,4.539152
100,4.910218
101,4.874536
102,4.556363
103,4.102879
104,3.607681
105,3.148805
106,2.807639
107,2.691814
108,2.90917
109,3.38812
110,3.744008
111,4.228804
112,4.691508
113,5.038283
114,5.227895
115,5.075143
116,4.746996
117,4.345387
118,3.925955
119,3.523271
120,3.270993
121,2.906791
122,3.076547
123,3.384526
124,3.769205
125,4.149364
126,4.371555
127,4.356563
128,4.162474
129,3.881071
130,3.574843
131,3.344111
132,3.321081
133,3.716068
134,4.019701
135,4.433005
136,4.910242
137,5.336239
138,5.511942
139,5.359443
140,4.990798
141,4.512855
142,4.104589
