"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,KemptonsQ

year,value
1980,12.2389
1981,12.67137
1982,11.52879
1983,12.13381
1984,11.64053
1985,11.57729
1986,11.30088
1987,11.48066
1988,11.46095
1989,10.58433
1990,10.08996
1991,9.968147
1992,10.27465
1993,9.803738
1994,10.49018
1995,10.53232
1996,10.07224
1997,10.04869
1998,9.719032
1999,10.06075
2000,9.785808
2001,9.290274
2002,9.151757
2003,9.214993
2004,8.996408
2005,9.61392
2006,9.182735
2007,9.518586
2008,8.708684
2009,8.313827
2010,10.46764
2011,9.074159
2012,10.10935
2013,9.12823
2014,9.723769
2015,9.626199
2016,10.7266
