"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:39 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Gray triggerfish"

timestep\group,"Coastal dolphins","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (1+yr)","Other snapper","Oceanic piscivores",
1,0.001864088,0.009895503,0.005510955,0.0001442688,0.00281168,0.00173842,0.0005695604,8.439973E-06,0.01013136,0.0003774512,0.001393594,0.009581398,0.00578186,0.01243555,0.01672209,0.0009517093,0.01193386
2,0.001865993,0.009913489,0.005520409,0.0001450731,0.002815423,0.001739529,0.000575391,8.426532E-06,0.01020197,0.0003808018,0.00140652,0.009602088,0.005808094,0.01244183,0.01673967,0.0009541208,0.01198695
3,0.001868864,0.009939415,0.005532008,0.0001459553,0.002820554,0.001741442,0.0005834023,8.4142E-06,0.01029837,0.0003843477,0.0014209,0.009643815,0.005840313,0.01245858,0.01675814,0.0009586665,0.0121001
4,0.001868498,0.009950685,0.005533427,0.0001465899,0.002820577,0.001740242,0.0005910158,8.383387E-06,0.01040487,0.0003871965,0.001430459,0.009684055,0.005867194,0.01246242,0.01673825,0.0009623274,0.01224827
5,0.001869901,0.009973527,0.005539485,0.000147368,0.00282314,0.001740781,0.0005979793,8.35668E-06,0.01054524,0.0003903722,0.001432841,0.009744238,0.00590309,0.0124849,0.01672541,0.0009672175,0.01246069
6,0.001871706,0.009998608,0.005546509,0.0001481759,0.002826283,0.001741976,0.0006036913,8.329923E-06,0.01069501,0.0003935679,0.001424952,0.009803227,0.005940075,0.01251136,0.01671258,0.0009712003,0.01268834
7,0.001876485,0.01003848,0.005562328,0.0001492082,0.002834006,0.001746269,0.0006096578,8.316374E-06,0.01085588,0.0003973235,0.001411119,0.009867548,0.005983653,0.01255366,0.01672737,0.0009753096,0.01292124
8,0.001882456,0.01008306,0.005581924,0.000150321,0.00284373,0.001751951,0.0006169255,8.309703E-06,0.01100809,0.0004012839,0.001396847,0.009924465,0.00602672,0.0125962,0.01675781,0.000978817,0.01312634
9,0.001885051,0.01010682,0.005592134,0.0001511458,0.002848518,0.001754634,0.0006252592,8.291389E-06,0.01111735,0.0004044696,0.001385907,0.009945709,0.006054091,0.012607,0.01676733,0.0009790347,0.01324343
10,0.001887269,0.01012609,0.005601875,0.0001519176,0.002852883,0.001757007,0.0006359576,8.274965E-06,0.01120159,0.0004075196,0.001384766,0.009949932,0.006075951,0.01260639,0.01678344,0.000977952,0.01329543
11,0.001889325,0.01014254,0.005611788,0.0001526564,0.002857164,0.001759226,0.0006493469,8.261271E-06,0.01126299,0.0004104927,0.001396899,0.009941078,0.006093577,0.0125961,0.01680788,0.0009761889,0.01329112
12,0.001886474,0.01012941,0.005607983,0.0001529761,0.002854018,0.001756797,0.0006635702,8.230332E-06,0.0112697,0.0004123273,0.001420218,0.009889273,0.006091562,0.01254496,0.01680057,0.0009703115,0.01317521
