"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:39 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Yellowedge grouper (3+yr)"

timestep\group,"Dusky shark","Large coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,"Pelagic coastal piscivores",Amberjack,Cobia,"Yellowedge grouper (3+yr)","Deep-water grouper",Tilefish,
1,0.0007901682,0.003686175,0.000292355,6.434806E-06,0.0008346857,0.0004634622,0.01287475,0.004131782,0.002276788,0.001382823,5.979226E-05,0.0005845295
2,0.000800614,0.003733472,0.0002987398,6.498343E-06,0.0008472993,0.0004729462,0.01303313,0.004197323,0.002304099,0.001400049,6.089299E-05,0.0005932419
3,0.0007997109,0.003728223,0.0003019232,6.467922E-06,0.0008485722,0.000475812,0.01300469,0.00420591,0.002299765,0.001396957,6.116975E-05,0.0005939773
4,0.0008006912,0.003731867,0.0003061598,6.450482E-06,0.0008526918,0.0004798033,0.01300351,0.004227947,0.002302705,0.001396532,6.166129E-05,0.0005967208
5,0.0008026031,0.003740082,0.000310167,6.438238E-06,0.0008584756,0.0004843633,0.01301351,0.004257613,0.002309837,0.001397128,6.230319E-05,0.0006005301
6,0.0008059283,0.003754997,0.0003140289,6.436049E-06,0.0008658665,0.0004897306,0.01304322,0.004294819,0.002321378,0.001399897,6.311365E-05,0.0006052461
7,0.0008094816,0.003771104,0.000317625,6.435559E-06,0.0008732118,0.0004951713,0.01307531,0.004331375,0.002332844,0.001403089,6.395907E-05,0.0006096624
8,0.000812494,0.003784792,0.0003214749,6.431666E-06,0.0008794156,0.0005002059,0.01309922,0.004361966,0.002341212,0.001405619,6.473501E-05,0.0006130206
9,0.0008155262,0.003798365,0.0003264363,6.429681E-06,0.0008848977,0.0005051345,0.01312549,0.004388961,0.002347668,0.001408686,6.545544E-05,0.0006157017
10,0.0008179501,0.003808856,0.0003324296,6.424824E-06,0.0008890429,0.0005095687,0.01314481,0.004409377,0.002350438,0.001411257,6.605407E-05,0.0006173796
11,0.0008194562,0.003814846,0.0003394528,6.414654E-06,0.0008915597,0.0005133231,0.01315246,0.004421921,0.002348689,0.001412775,6.650118E-05,0.0006179186
12,0.000821672,0.003823542,0.0003480621,6.412256E-06,0.0008941322,0.0005173623,0.01317487,0.004435163,0.002347069,0.001416175,6.693249E-05,0.0006185722
13,0.0007853387,0.003652473,0.000344527,6.095442E-06,0.0008462939,0.0004987947,0.01317579,0.004267342,0.002234565,0.001352798,6.419436E-05,0.0005896089
14,0.000781987,0.003635393,0.0003546393,6.054305E-06,0.0008323708,0.0004984121,0.01311513,0.0042546,0.002216229,0.001344813,6.376813E-05,0.0005846145
15,0.0007814399,0.003631202,0.0003658296,6.035677E-06,0.0008212466,0.0004997086,0.01310292,0.004255801,0.002205159,0.001341862,6.353554E-05,0.0005817566
16,0.0007798116,0.003622048,0.0003759326,6.008864E-06,0.0008089249,0.0005002464,0.01307331,0.004250518,0.002190754,0.001337082,6.318824E-05,0.0005782298
17,0.0007776812,0.003610652,0.0003851512,5.977789E-06,0.0007962352,0.0005003907,0.01303523,0.004242387,0.002175478,0.001331302,6.278879E-05,0.0005746566
18,0.0007767171,0.003604489,0.0003940334,5.954765E-06,0.0007850311,0.0005011787,0.01301551,0.004241269,0.002164782,0.00132726,6.248806E-05,0.0005724419
19,0.0007765383,0.003601734,0.0004021757,5.936686E-06,0.0007750063,0.0005023795,0.01300741,0.004245802,0.002157765,0.001324271,6.226459E-05,0.0005713057
20,0.0007774064,0.003603456,0.0004097916,5.926049E-06,0.0007662373,0.0005041627,0.01301561,0.0042569,0.002154608,0.001322938,6.213692E-05,0.0005711843
21,0.000778485,0.003605881,0.0004165803,5.917088E-06,0.0007576871,0.0005060125,0.01302699,0.004269108,0.002152169,0.001322001,6.202746E-05,0.000571179
22,0.0007786808,0.003604218,0.0004222555,5.901798E-06,0.0007482182,0.0005072631,0.01302399,0.004276007,0.002146843,0.001319648,6.18394E-05,0.0005703339
23,0.0007793058,0.003604447,0.0004278397,5.89055E-06,0.0007389564,0.0005087495,0.01302885,0.004284217,0.002141995,0.001318224,6.167309E-05,0.0005695301
24,0.0007787018,0.003599216,0.0004324152,5.870488E-06,0.0007285228,0.0005094342,0.01301411,0.004285363,0.002133255,0.001314802,6.139922E-05,0.0005677129
25,0.0006819606,0.003146487,0.0004162261,5.105846E-06,0.0006140859,0.0004551369,0.012913,0.003790855,0.001835099,0.001144177,5.374151E-05,0.0004944314
26,0.0006776896,0.003125744,0.0004226515,5.095529E-06,0.0005969684,0.000453083,0.01283817,0.003749025,0.001804768,0.001132102,5.300422E-05,0.0004897048
27,0.0006765019,0.003119319,0.0004296045,5.108056E-06,0.0005830058,0.0004530533,0.01282164,0.003725207,0.001783651,0.001125126,5.251472E-05,0.0004874553
28,0.0006758322,0.003115254,0.0004357222,5.124296E-06,0.0005698325,0.0004533255,0.01281441,0.003705007,0.001764891,0.00111896,5.207159E-05,0.0004857885
29,0.0006748318,0.003109796,0.0004406039,5.137797E-06,0.0005567525,0.0004533615,0.01280073,0.003683831,0.001746225,0.001112174,5.160819E-05,0.0004840519
30,0.0006743816,0.003106821,0.0004450691,5.155401E-06,0.0005444146,0.0004537292,0.01279687,0.00366614,0.001729841,0.001106275,5.118986E-05,0.0004827888
