"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 4:35:40 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,DiscardMortalityFleetGroup

year,fleet,group,value
1980,2,9,5.565064E-07
1980,2,18,6.135764E-06
1980,2,23,1.116365E-09
1980,2,26,2.26506E-06
1980,2,28,5.108116E-08
1980,2,35,6.307268E-08
1980,2,46,0.001029357
1980,3,26,1.211807E-08
1980,3,28,2.404826E-07
1980,3,35,6.18211E-08
1980,4,15,2.130573E-05
1980,5,9,2.389258E-05
1980,5,12,1.60368E-06
1980,6,12,8.245905E-06
1980,6,18,1.29194E-06
1980,8,28,2.061888E-07
1980,9,9,7.459514E-07
1980,9,12,3.006886E-10
1980,9,18,1.249036E-07
1980,9,41,7.717369E-09
1980,9,42,8.039885E-07
1980,9,43,6.776869E-08
1980,9,44,5.56955E-12
1980,9,47,2.518128E-06
1980,9,48,6.123321E-09
1980,9,49,7.401053E-09
1980,12,9,8.009493E-07
1980,12,12,0.0001678312
1980,12,21,9.166203E-05
1980,12,23,0.001712774
1980,12,35,0.001054498
1980,12,42,0.004565693
1980,12,44,0.0001202203
1980,12,46,5.603429E-05
1980,12,47,0.01634945
1980,12,48,5.049564E-05
1980,13,23,3.192944E-10
1980,13,26,2.695422E-06
1980,13,28,1.316796E-06
1980,13,35,1.690394E-09
1980,13,46,6.103141E-06
1980,14,9,0.0002519441
1980,14,18,0.00048284
1980,14,25,6.973626E-05
1980,14,26,1.710121E-05
1980,14,28,1.714817E-05
1980,14,34,0.0001806468
1980,14,40,2.893027E-05
1980,14,41,6.578631E-05
1980,14,42,0.0001068891
1980,14,44,4.852793E-05
1980,14,45,1.757894E-06
1980,14,46,0.000155122
1980,14,47,0.000536808
1980,14,48,7.564502E-06
1980,14,49,8.682801E-05
1980,14,52,0.0001701828
1980,14,53,3.60146E-06
1980,14,57,3.791139E-06
1980,14,64,1.199827E-05
1980,14,65,0.0005767465
1980,15,9,1.840553E-05
1980,15,15,4.673937E-06
1980,15,18,7.545159E-05
1980,15,25,1.722841E-06
1980,15,26,4.416868E-06
1980,15,28,3.268483E-06
1980,15,34,9.068349E-05
1980,15,35,6.411886E-08
1980,15,40,4.739108E-06
1980,15,41,0.0002633032
1980,15,42,5.650779E-06
1980,15,43,2.732503E-08
1980,15,44,1.131906E-07
1980,15,45,4.88278E-05
1980,15,46,3.038535E-05
1980,15,47,7.912537E-06
1980,15,48,5.233337E-06
1980,15,49,7.061572E-06
1980,15,52,1.199686E-06
1980,15,57,4.300053E-08
1980,16,9,0.0002952762
1980,16,18,0.0005411987
1980,16,25,4.01747E-05
1980,16,26,3.159759E-05
1980,16,28,3.268483E-06
1980,16,34,0.0001484725
1980,16,35,6.411886E-08
1980,16,40,4.987359E-05
1980,16,41,8.311178E-05
1980,16,42,0.0006417297
1980,16,44,0.0001241311
1980,16,45,3.561278E-05
1980,16,46,0.0002980649
1980,16,47,0.003527533
1980,16,48,2.071005E-05
1980,16,49,0.0001797545
1980,16,52,6.512306E-05
1980,16,53,3.595253E-06
1980,16,57,5.453596E-06
1980,16,64,2.208957E-06
1980,16,65,1.367507E-06
1981,2,9,5.770581E-07
1981,2,18,5.948262E-06
1981,2,23,9.411785E-10
1981,2,26,2.252467E-06
1981,2,28,4.956591E-08
1981,2,35,5.007768E-08
1981,2,46,0.0008916436
1981,3,26,1.376645E-08
1981,3,28,2.665728E-07
1981,3,35,5.607242E-08
1981,4,15,1.889159E-05
1981,5,9,2.384439E-05
1981,5,12,1.467518E-06
1981,6,12,8.449601E-06
